,0.0
fawn,3.870965244538552e-06
gai,-8.387091363166862e-06
saimin,0.0
askew,-2.5806434963590345e-06
woods,-1.935482622269276e-06
clotted,-1.935482622269276e-06
spiders,6.451608740897586e-07
hanging,1.2903217481795173e-06
paiza,0.0
woody,5.806447866807828e-06
northsight,1.2903217481795173e-06
comically,6.451608740897586e-07
gae,-1.2903217481795173e-06
sevens,1.2903217481795173e-06
canes,3.2258043704487933e-06
chatter,4.51612611862831e-06
scold,-6.451608740897586e-07
originality,-4.51612611862831e-06
refunding,2.5806434963590345e-06
caned,-6.451608740897586e-07
calpico,2.5806434963590345e-06
bruschetta,6.451608740897586e-07
stipulate,-1.2903217481795173e-06
fattiness,3.870965244538552e-06
holyrood,3.870965244538552e-06
taj,-2.5806434963590345e-06
bringing,9.03225223725662e-06
tcby,6.451608740897586e-07
revelers,-1.2903217481795173e-06
wooded,6.451608740897586e-07
spacy,6.451608740897586e-07
grueling,-8.387091363166862e-06
broiler,5.806447866807828e-06
wooden,1.935482622269276e-06
wholemeal,6.451608740897586e-07
condessa,0.0
wednesday,-3.870965244538552e-06
broiled,3.2258043704487933e-06
tak,1.2903217481795173e-06
crotch,2.5806434963590345e-06
chimchurri,2.5806434963590345e-06
stereotypical,-8.387091363166862e-06
caramelo,6.451608740897586e-07
bbqs,-3.2258043704487933e-06
chimichuri,1.2903217481795173e-06
expeirence,0.0
blynk,1.2903217481795173e-06
complainers,3.2258043704487933e-06
scraper,-3.870965244538552e-06
270,-1.2903217481795173e-06
274,-6.451608740897586e-07
275,3.870965244538552e-06
277,1.2903217481795173e-06
scraped,-9.67741311134638e-06
snuggled,0.0
errors,-8.387091363166862e-06
deferred,1.935482622269276e-06
reeling,-3.2258043704487933e-06
cyprus,1.935482622269276e-06
cooking,1.935482622269276e-06
huong,-1.2903217481795173e-06
salsify,-6.451608740897586e-07
designing,-5.806447866807828e-06
magees,-6.451608740897586e-07
hallucinating,1.2903217481795173e-06
succumb,0.0
shocks,0.0
chins,1.935482622269276e-06
brainwashed,-1.935482622269276e-06
ching,-1.2903217481795173e-06
china,-1.935482622269276e-06
wagyu,-6.451608740897586e-07
affiliated,-1.2903217481795173e-06
babaganoosh,-1.935482622269276e-06
bumbleberry,-6.451608740897586e-07
wiseguy,-1.935482622269276e-06
natured,-2.5806434963590345e-06
reggae,0.0
kids,6.451608740897586e-07
uplifting,-2.5806434963590345e-06
robata,-2.5806434963590345e-06
climbed,1.935482622269276e-06
omellette,1.935482622269276e-06
controversy,0.0
spotty,-1.0322573985436138e-05
golden,6.4516087408975866e-06
cobblers,7.096769614987345e-06
projection,2.5806434963590345e-06
orangish,-4.51612611862831e-06
conditions,-6.4516087408975866e-06
stern,-6.451608740897586e-07
battista,-5.161286992718069e-06
agassi,0.0
dna,5.161286992718069e-06
dnc,0.0
catchy,-6.4516087408975866e-06
abbreviations,-6.451608740897586e-07
cannibal,2.5806434963590345e-06
dnt,6.451608740897586e-07
music,3.870965244538552e-06
therefore,-1.0322573985436138e-05
violently,-8.387091363166862e-06
populations,-6.451608740897586e-07
kneader,-1.935482622269276e-06
crooner,6.451608740897586e-07
yahoo,3.2258043704487933e-06
felipes,-6.451608740897586e-07
buffallo,0.0
unpack,1.2903217481795173e-06
exhorbitant,-1.935482622269276e-06
circumstances,1.2903217481795173e-06
intake,-3.2258043704487933e-06
morally,1.935482622269276e-06
locked,-7.741930489077103e-06
toxins,0.0
locker,0.0
busyness,6.451608740897586e-07
tomahawk,-6.451608740897586e-07
matilda,6.451608740897586e-07
yummily,1.2903217481795173e-06
capsaicin,1.935482622269276e-06
wang,-5.806447866807828e-06
wand,2.5806434963590345e-06
pints,3.870965244538552e-06
kaprow,1.935482622269276e-06
papillote,6.451608740897586e-07
dunkin,0.0
diappointed,1.2903217481795173e-06
wans,0.0
callin,1.2903217481795173e-06
want,-9.03225223725662e-06
cookers,-1.2903217481795173e-06
copycat,0.0
pinto,6.4516087408975866e-06
cookery,2.5806434963590345e-06
absolute,5.806447866807828e-06
mcmuffin,-7.741930489077103e-06
sugarless,-1.2903217481795173e-06
travel,1.3548378355884932e-05
copious,-9.67741311134638e-06
callie,-6.451608740897586e-07
exelent,0.0
barstools,-1.935482622269276e-06
topings,2.5806434963590345e-06
cadence,0.0
bombbb,3.2258043704487933e-06
taguara,-6.451608740897586e-07
eggrolls,-8.387091363166862e-06
dinosaurs,6.451608740897586e-07
modest,1.2903217481795173e-06
promotion,1.2903217481795173e-06
colorfully,0.0
sickening,-7.096769614987345e-06
tulip,1.935482622269276e-06
18th,6.451608740897586e-07
concoction,1.3548378355884932e-05
chandon,0.0
tantalizing,7.096769614987345e-06
nonsensical,6.451608740897586e-07
rawhide,-1.2903217481795173e-06
zan,6.451608740897586e-07
welcomed,5.806447866807828e-06
spagos,-6.451608740897586e-07
whizzing,2.5806434963590345e-06
partnered,-3.870965244538552e-06
tillamook,3.870965244538552e-06
zam,3.870965244538552e-06
apoligized,0.0
avondale,1.2903217481795173e-06
welcomes,1.935482622269276e-06
fir,1.935482622269276e-06
wickedly,6.451608740897586e-07
fit,-3.2258043704487933e-06
uot,-2.5806434963590345e-06
screaming,-1.2258056607705414e-05
fix,-4.51612611862831e-06
fib,1.935482622269276e-06
fig,-2.5806434963590345e-06
fuddruckers,-3.870965244538552e-06
fin,0.0
fil,3.870965244538552e-06
corridor,-5.161286992718069e-06
songwriter,-6.451608740897586e-07
sneezing,-2.5806434963590345e-06
vouchers,-1.935482622269276e-06
bixi,6.451608740897586e-07
glutten,0.0
effects,-1.935482622269276e-06
gnoochi,-3.870965244538552e-06
sixteen,2.5806434963590345e-06
undeveloped,0.0
saddened,-1.2903217481795173e-05
caramely,-1.2903217481795173e-06
bartop,-1.935482622269276e-06
shortchanged,0.0
arrow,6.451608740897586e-07
ingrid,-6.451608740897586e-07
arroz,2.5806434963590345e-06
kincaids,-6.4516087408975866e-06
windmill,3.870965244538552e-06
allah,0.0
oohed,-1.935482622269276e-06
allan,-6.451608740897586e-07
phoenicians,3.870965244538552e-06
parasites,0.0
veracruz,-1.935482622269276e-06
3years,6.451608740897586e-07
touts,-5.161286992718069e-06
whaddya,6.451608740897586e-07
smirk,-3.2258043704487933e-06
plateware,-6.451608740897586e-07
enviroment,-6.451608740897586e-07
mason,-1.935482622269276e-06
encourage,1.2903217481795173e-06
noice,6.451608740897586e-07
adapt,3.2258043704487933e-06
dinginess,-1.2903217481795173e-06
size,3.2258043704487933e-06
smithfield,-3.870965244538552e-06
wonderbread,-1.2903217481795173e-06
abbott,6.451608740897586e-07
stamping,6.451608740897586e-07
batura,3.2258043704487933e-06
strata,-2.5806434963590345e-06
pizzafarro,-2.5806434963590345e-06
pumpkins,-3.2258043704487933e-06
corrects,2.5806434963590345e-06
pumpkiny,1.2903217481795173e-06
estimate,-6.451608740897586e-07
ugghhh,-1.935482622269276e-06
universally,0.0
chlorine,1.2903217481795173e-06
silent,2.5806434963590345e-06
competes,1.935482622269276e-06
sickeningly,-7.741930489077103e-06
sofritas,-6.451608740897586e-07
disturbed,0.0
caminero,-2.5806434963590345e-06
competed,-6.451608740897586e-07
dentures,-6.451608740897586e-07
vermecelli,1.2903217481795173e-06
loudness,-1.935482622269276e-06
selfs,-1.2903217481795173e-06
breed,-1.2903217481795173e-06
aurelios,0.0
palces,0.0
emaciated,6.451608740897586e-07
pastorcito,1.2903217481795173e-06
filibertos,0.0
kfc,-3.870965244538552e-06
chevron,-6.451608740897586e-07
seizures,0.0
households,6.451608740897586e-07
olds,2.5806434963590345e-06
renovated,7.096769614987345e-06
service,-3.2258043704487933e-06
ramyun,2.5806434963590345e-06
zinfandel,-2.5806434963590345e-06
reuben,2.5806434963590345e-06
needed,4.51612611862831e-06
grossness,0.0
critter,-1.935482622269276e-06
mousseline,0.0
genesis,1.2903217481795173e-06
caitlyn,1.2903217481795173e-06
rewards,7.096769614987345e-06
slingin,-1.935482622269276e-06
swish,9.67741311134638e-06
mutilated,-6.451608740897586e-07
jbs,-1.2903217481795173e-06
positively,0.0
smothers,6.451608740897586e-07
duckworth,3.2258043704487933e-06
anniversaries,1.935482622269276e-06
idly,-6.451608740897586e-07
idle,-2.5806434963590345e-06
exclaimed,0.0
sheen,-5.161286992718069e-06
sooth,0.0
feeling,-9.67741311134638e-06
idli,1.935482622269276e-06
longs,3.2258043704487933e-06
redesigned,0.0
sustaining,-6.451608740897586e-07
spectrum,5.161286992718069e-06
quesarito,-6.451608740897586e-07
thaw,-2.5806434963590345e-06
dozen,9.67741311134638e-06
affairs,2.5806434963590345e-06
wholesome,4.51612611862831e-06
mostly,1.2903217481795173e-06
craver,0.0
paramedics,2.5806434963590345e-06
uncouth,5.161286992718069e-06
toothed,-1.2903217481795173e-06
britches,-1.935482622269276e-06
workmates,1.935482622269276e-06
crocs,3.2258043704487933e-06
shipments,-1.935482622269276e-06
45th,0.0
committing,5.806447866807828e-06
jammed,-1.2903217481795173e-06
sugarcane,-1.2903217481795173e-06
limitless,6.451608740897586e-07
diminishing,-3.2258043704487933e-06
vexing,1.935482622269276e-06
resonates,6.451608740897586e-07
disjointed,-3.2258043704487933e-06
mouth,6.4516087408975866e-06
reverence,1.935482622269276e-06
conceded,1.2903217481795173e-06
resonated,6.451608740897586e-07
expound,6.451608740897586e-07
singer,-8.387091363166862e-06
nettle,0.0
cumbia,-1.935482622269276e-06
tech,3.870965244538552e-06
prevention,-2.5806434963590345e-06
scream,-9.03225223725662e-06
thinest,-6.451608740897586e-07
saying,-8.387091363166862e-06
