,0.0
fawn,0.0
gai,5.999880002399952e-05
saimin,-1.999960000799984e-05
askew,-3.999920001599968e-05
woods,1.999960000799984e-05
clotted,0.0
spiders,-1.999960000799984e-05
hanging,-0.0001399972000559989
paiza,0.0
woody,0.0
northsight,0.0
comically,-1.999960000799984e-05
gae,0.0
sevens,0.0
canes,-1.999960000799984e-05
chatter,3.999920001599968e-05
scold,0.0
originality,0.0
refunding,0.0
caned,0.0
calpico,0.0
bruschetta,0.0002799944001119978
stipulate,0.0
fattiness,0.0
holyrood,3.999920001599968e-05
taj,0.0
bringing,3.999920001599968e-05
tcby,3.999920001599968e-05
revelers,-3.999920001599968e-05
wooded,0.0
spacy,-1.999960000799984e-05
grueling,0.0
broiler,0.0
wooden,5.999880002399952e-05
wholemeal,1.999960000799984e-05
condessa,0.0
wednesday,-1.999960000799984e-05
broiled,9.99980000399992e-05
tak,1.999960000799984e-05
crotch,0.0
chimchurri,0.0
stereotypical,0.0
caramelo,0.0
bbqs,-1.999960000799984e-05
chimichuri,0.0
expeirence,0.0
blynk,0.0
complainers,0.0
scraper,0.0
270,1.999960000799984e-05
274,0.0
275,0.0
277,0.0
scraped,0.0
snuggled,0.0
errors,0.0
deferred,0.0
reeling,1.999960000799984e-05
cyprus,0.0
cooking,-0.00015999680006399873
huong,0.0
salsify,0.0
designing,0.0
magees,0.0
hallucinating,0.0
succumb,0.0
shocks,0.0
chins,3.999920001599968e-05
brainwashed,0.0
ching,0.0
china,-9.99980000399992e-05
wagyu,0.00011999760004799904
affiliated,0.0
babaganoosh,0.0
bumbleberry,0.0
wiseguy,1.999960000799984e-05
natured,0.0
reggae,3.999920001599968e-05
kids,-7.999840003199936e-05
uplifting,0.0
robata,-5.999880002399952e-05
climbed,0.0
omellette,0.0
controversy,-1.999960000799984e-05
spotty,-3.999920001599968e-05
golden,-3.999920001599968e-05
cobblers,1.999960000799984e-05
projection,-1.999960000799984e-05
orangish,-3.999920001599968e-05
conditions,-1.999960000799984e-05
stern,0.0
battista,-1.999960000799984e-05
agassi,0.0
dna,0.0
dnc,0.0
catchy,-1.999960000799984e-05
abbreviations,0.0
cannibal,0.0
dnt,0.0
music,-0.0001399972000559989
therefore,-0.0001399972000559989
violently,-3.999920001599968e-05
populations,0.0
kneader,0.0
crooner,0.0
yahoo,0.0
felipes,0.0
buffallo,0.0
unpack,0.0
exhorbitant,0.0
circumstances,-5.999880002399952e-05
intake,-9.99980000399992e-05
morally,0.0
locked,-7.999840003199936e-05
toxins,0.0
locker,0.0
busyness,0.0
tomahawk,5.999880002399952e-05
matilda,0.0
yummily,0.0
capsaicin,-1.999960000799984e-05
wang,0.0
wand,0.0
pints,3.999920001599968e-05
kaprow,0.0
papillote,0.0
dunkin,-3.999920001599968e-05
diappointed,0.0
wans,0.0
callin,0.0
want,-5.999880002399952e-05
cookers,0.0
copycat,0.0
pinto,5.999880002399952e-05
cookery,0.0
absolute,0.0001399972000559989
mcmuffin,-1.999960000799984e-05
sugarless,0.0
travel,1.999960000799984e-05
copious,1.999960000799984e-05
callie,0.0
exelent,0.0
barstools,-1.999960000799984e-05
topings,0.0
cadence,0.0
bombbb,0.0
taguara,0.0
eggrolls,-0.00011999760004799904
dinosaurs,0.0
modest,1.999960000799984e-05
promotion,-3.999920001599968e-05
colorfully,0.0
sickening,-1.999960000799984e-05
tulip,0.0
18th,0.0
concoction,-0.00011999760004799904
chandon,0.0
tantalizing,0.0
nonsensical,0.0
rawhide,0.0
zan,0.0
welcomed,-1.999960000799984e-05
spagos,0.0
whizzing,0.0
partnered,-1.999960000799984e-05
tillamook,0.0
zam,0.0
apoligized,0.0
avondale,-3.999920001599968e-05
welcomes,-1.999960000799984e-05
fir,0.0
wickedly,0.0
fit,-3.999920001599968e-05
uot,0.0
screaming,0.0
fix,0.00011999760004799904
fib,0.0
fig,5.999880002399952e-05
fuddruckers,0.0
fin,-3.999920001599968e-05
fil,0.0
corridor,1.999960000799984e-05
songwriter,0.0
sneezing,0.0
vouchers,0.0
bixi,0.0
glutten,0.0
effects,-3.999920001599968e-05
gnoochi,0.0
sixteen,0.0
undeveloped,0.0
saddened,-9.99980000399992e-05
caramely,0.0
bartop,0.0
shortchanged,0.0
arrow,0.0
ingrid,0.0
arroz,7.999840003199936e-05
kincaids,0.0
windmill,0.0
allah,0.0
oohed,-5.999880002399952e-05
allan,0.0
phoenicians,1.999960000799984e-05
parasites,0.0
veracruz,0.0
3years,0.0
touts,-3.999920001599968e-05
whaddya,1.999960000799984e-05
smirk,-1.999960000799984e-05
plateware,0.0
enviroment,0.0
mason,-1.999960000799984e-05
encourage,1.999960000799984e-05
noice,0.0
adapt,0.0
dinginess,0.0
size,-7.999840003199936e-05
smithfield,-1.999960000799984e-05
wonderbread,0.0
abbott,0.0
stamping,0.0
batura,3.999920001599968e-05
strata,-1.999960000799984e-05
pizzafarro,0.0
pumpkins,0.0
corrects,0.0
pumpkiny,0.0
estimate,-1.999960000799984e-05
ugghhh,0.0
universally,-1.999960000799984e-05
chlorine,0.0
silent,1.999960000799984e-05
competes,-5.999880002399952e-05
sickeningly,0.0
sofritas,0.0
disturbed,0.0
caminero,0.0
competed,-1.999960000799984e-05
dentures,0.0
vermecelli,0.0
loudness,0.0
selfs,0.0
breed,-1.999960000799984e-05
aurelios,0.0
palces,0.0
emaciated,0.0
pastorcito,0.0
filibertos,1.999960000799984e-05
kfc,-7.999840003199936e-05
chevron,0.0
seizures,0.0
households,0.0
olds,-0.00011999760004799904
renovated,1.999960000799984e-05
service,0.0
ramyun,0.0
zinfandel,-1.999960000799984e-05
reuben,-9.99980000399992e-05
needed,-0.00023999520009599807
grossness,0.0
