,0.0
fawn,3.157891412745881e-06
gai,-1.1578935180068231e-05
saimin,4.210521883661175e-06
askew,-5.263152354576469e-06
woods,0.0
clotted,-2.1052609418305875e-06
spiders,-1.0526304709152937e-06
hanging,-6.315782825491762e-06
paiza,0.0
woody,6.315782825491762e-06
northsight,1.0526304709152937e-06
comically,0.0
gae,-2.1052609418305875e-06
sevens,2.1052609418305875e-06
canes,-4.210521883661175e-06
chatter,5.263152354576469e-06
scold,1.0526304709152937e-06
originality,-9.473674238237645e-06
refunding,3.157891412745881e-06
caned,0.0
calpico,1.0526304709152937e-06
bruschetta,5.263152354576469e-06
stipulate,-1.0526304709152937e-06
fattiness,5.263152354576469e-06
holyrood,1.0526304709152937e-06
taj,6.315782825491762e-06
bringing,1.68420875346447e-05
tcby,1.0526304709152937e-06
revelers,-3.157891412745881e-06
wooded,0.0
spacy,-1.0526304709152937e-06
grueling,-7.3684132964070565e-06
broiler,7.3684132964070565e-06
wooden,-5.263152354576469e-06
wholemeal,2.1052609418305875e-06
condessa,0.0
wednesday,-1.1578935180068231e-05
broiled,7.3684132964070565e-06
tak,3.157891412745881e-06
crotch,1.0526304709152937e-06
chimchurri,2.1052609418305875e-06
stereotypical,-7.3684132964070565e-06
caramelo,0.0
bbqs,-6.315782825491762e-06
chimichuri,3.157891412745881e-06
expeirence,0.0
blynk,2.1052609418305875e-06
complainers,2.1052609418305875e-06
scraper,-3.157891412745881e-06
270,-4.210521883661175e-06
274,0.0
275,4.210521883661175e-06
277,0.0
scraped,-6.315782825491762e-06
snuggled,0.0
errors,-2.4210500831051758e-05
deferred,4.210521883661175e-06
reeling,-4.210521883661175e-06
cyprus,-1.0526304709152937e-06
cooking,1.894734847647529e-05
huong,-4.210521883661175e-06
salsify,-1.0526304709152937e-06
designing,-4.210521883661175e-06
magees,-1.0526304709152937e-06
hallucinating,3.157891412745881e-06
succumb,3.157891412745881e-06
shocks,1.0526304709152937e-06
chins,3.157891412745881e-06
