,0.0
fawn,3.6363614325082226e-06
gai,-9.696963820021926e-06
saimin,0.0
askew,-2.4242409550054816e-06
woods,-3.6363614325082226e-06
clotted,-1.8181807162541113e-06
spiders,6.060602387513704e-07
hanging,6.060602387513704e-07
paiza,0.0
woody,3.6363614325082226e-06
northsight,1.8181807162541113e-06
comically,1.2121204775027408e-06
gae,-1.2121204775027408e-06
sevens,1.2121204775027408e-06
canes,4.242421671259593e-06
chatter,7.272722865016445e-06
scold,-6.060602387513704e-07
originality,-4.848481910010963e-06
refunding,2.4242409550054816e-06
caned,-6.060602387513704e-07
calpico,2.4242409550054816e-06
bruschetta,6.060602387513704e-07
stipulate,-1.2121204775027408e-06
fattiness,4.242421671259593e-06
holyrood,3.6363614325082226e-06
taj,-5.454542148762334e-06
bringing,1.2121204775027408e-06
tcby,6.060602387513704e-07
revelers,-1.2121204775027408e-06
wooded,1.2121204775027408e-06
spacy,-6.060602387513704e-07
grueling,-8.484843342519187e-06
broiler,3.6363614325082226e-06
wooden,5.454542148762334e-06
wholemeal,6.060602387513704e-07
condessa,0.0
wednesday,2.4242409550054816e-06
broiled,3.0303011937568523e-06
tak,1.2121204775027408e-06
crotch,2.4242409550054816e-06
chimchurri,2.4242409550054816e-06
stereotypical,-7.878783103767816e-06
caramelo,6.060602387513704e-07
bbqs,-4.242421671259593e-06
chimichuri,1.2121204775027408e-06
expeirence,0.0
blynk,1.2121204775027408e-06
complainers,3.6363614325082226e-06
scraper,-3.6363614325082226e-06
270,-1.8181807162541113e-06
274,-6.060602387513704e-07
275,2.4242409550054816e-06
277,1.2121204775027408e-06
scraped,-6.666662626265075e-06
snuggled,6.060602387513704e-07
errors,-7.878783103767816e-06
deferred,1.2121204775027408e-06
reeling,-3.0303011937568523e-06
cyprus,1.8181807162541113e-06
cooking,-3.6363614325082226e-06
huong,-1.2121204775027408e-06
salsify,0.0
designing,-4.848481910010963e-06
magees,-6.060602387513704e-07
hallucinating,1.2121204775027408e-06
succumb,6.060602387513704e-07
shocks,-1.2121204775027408e-06
chins,1.8181807162541113e-06
brainwashed,-1.8181807162541113e-06
ching,0.0
china,-6.060602387513704e-07
wagyu,2.4242409550054816e-06
affiliated,-1.2121204775027408e-06
babaganoosh,-1.8181807162541113e-06
bumbleberry,-6.060602387513704e-07
wiseguy,-1.8181807162541113e-06
natured,-2.4242409550054816e-06
reggae,0.0
kids,-3.6363614325082226e-06
uplifting,-2.4242409550054816e-06
robata,-1.8181807162541113e-06
climbed,1.8181807162541113e-06
omellette,1.8181807162541113e-06
controversy,0.0
spotty,-9.696963820021926e-06
golden,0.0
cobblers,6.666662626265075e-06
projection,1.8181807162541113e-06
orangish,-4.242421671259593e-06
conditions,-5.454542148762334e-06
stern,6.060602387513704e-07
battista,-6.666662626265075e-06
agassi,0.0
dna,4.848481910010963e-06
dnc,0.0
catchy,-7.878783103767816e-06
abbreviations,-6.060602387513704e-07
cannibal,2.4242409550054816e-06
dnt,1.2121204775027408e-06
music,3.0303011937568523e-06
therefore,-1.1515144536276039e-05
violently,-9.696963820021926e-06
populations,-6.060602387513704e-07
kneader,-1.8181807162541113e-06
crooner,0.0
yahoo,3.0303011937568523e-06
felipes,-6.060602387513704e-07
buffallo,0.0
unpack,1.2121204775027408e-06
exhorbitant,-1.8181807162541113e-06
circumstances,-1.8181807162541113e-06
intake,-1.8181807162541113e-06
morally,1.8181807162541113e-06
locked,-1.0303024058773297e-05
toxins,0.0
locker,0.0
busyness,6.060602387513704e-07
tomahawk,-6.060602387513704e-07
matilda,6.060602387513704e-07
yummily,1.2121204775027408e-06
capsaicin,1.8181807162541113e-06
wang,-4.848481910010963e-06
wand,2.4242409550054816e-06
pints,7.878783103767816e-06
kaprow,1.8181807162541113e-06
papillote,6.060602387513704e-07
dunkin,6.060602387513704e-07
diappointed,1.2121204775027408e-06
wans,6.060602387513704e-07
callin,1.2121204775027408e-06
want,4.848481910010963e-06
cookers,-3.6363614325082226e-06
copycat,-6.060602387513704e-07
pinto,6.060602387513705e-06
cookery,2.4242409550054816e-06
absolute,7.272722865016445e-06
mcmuffin,-8.484843342519187e-06
sugarless,-1.8181807162541113e-06
travel,6.060602387513705e-06
copious,-7.878783103767816e-06
callie,-6.060602387513704e-07
exelent,0.0
barstools,-3.6363614325082226e-06
topings,2.4242409550054816e-06
cadence,0.0
bombbb,3.0303011937568523e-06
taguara,-6.060602387513704e-07
eggrolls,3.0303011937568523e-06
dinosaurs,6.060602387513704e-07
modest,3.6363614325082226e-06
promotion,2.4242409550054816e-06
colorfully,-1.2121204775027408e-06
sickening,-7.272722865016445e-06
tulip,1.2121204775027408e-06
18th,1.8181807162541113e-06
concoction,1.333332525253015e-05
chandon,0.0
tantalizing,8.484843342519187e-06
nonsensical,6.060602387513704e-07
rawhide,-4.848481910010963e-06
zan,6.060602387513704e-07
welcomed,3.6363614325082226e-06
spagos,-6.060602387513704e-07
whizzing,2.4242409550054816e-06
partnered,-2.4242409550054816e-06
tillamook,3.6363614325082226e-06
zam,3.6363614325082226e-06
apoligized,0.0
avondale,1.8181807162541113e-06
welcomes,1.2121204775027408e-06
fir,3.0303011937568523e-06
wickedly,1.2121204775027408e-06
fit,-3.0303011937568523e-06
uot,-2.4242409550054816e-06
screaming,-1.272726501377878e-05
fix,-6.666662626265075e-06
fib,1.8181807162541113e-06
fig,9.090903581270557e-06
fuddruckers,-2.4242409550054816e-06
fin,-2.4242409550054816e-06
fil,-1.2121204775027408e-06
corridor,-4.848481910010963e-06
songwriter,-6.060602387513704e-07
sneezing,-3.0303011937568523e-06
vouchers,-1.8181807162541113e-06
bixi,6.060602387513704e-07
glutten,0.0
effects,-2.4242409550054816e-06
gnoochi,-3.6363614325082226e-06
sixteen,4.848481910010963e-06
undeveloped,-6.060602387513704e-07
saddened,-1.272726501377878e-05
caramely,-1.2121204775027408e-06
bartop,-1.8181807162541113e-06
shortchanged,0.0
arrow,0.0
ingrid,-6.060602387513704e-07
arroz,2.4242409550054816e-06
kincaids,-6.060602387513705e-06
windmill,1.8181807162541113e-06
allah,0.0
oohed,-1.8181807162541113e-06
allan,-1.8181807162541113e-06
phoenicians,3.6363614325082226e-06
parasites,0.0
veracruz,-1.8181807162541113e-06
3years,6.060602387513704e-07
touts,-4.848481910010963e-06
whaddya,-6.060602387513704e-07
smirk,-2.4242409550054816e-06
plateware,-1.2121204775027408e-06
enviroment,-6.060602387513704e-07
mason,-6.666662626265075e-06
encourage,5.454542148762334e-06
noice,0.0
adapt,1.8181807162541113e-06
dinginess,-1.2121204775027408e-06
size,-6.060602387513704e-07
smithfield,-4.242421671259593e-06
wonderbread,-3.6363614325082226e-06
abbott,6.060602387513704e-07
stamping,1.2121204775027408e-06
batura,3.0303011937568523e-06
strata,-2.4242409550054816e-06
pizzafarro,-2.4242409550054816e-06
pumpkins,-3.0303011937568523e-06
corrects,2.4242409550054816e-06
pumpkiny,1.2121204775027408e-06
estimate,6.060602387513704e-07
ugghhh,-1.8181807162541113e-06
universally,0.0
chlorine,1.2121204775027408e-06
silent,4.848481910010963e-06
competes,3.0303011937568523e-06
sickeningly,-6.666662626265075e-06
sofritas,-1.2121204775027408e-06
disturbed,-6.060602387513704e-07
caminero,-3.0303011937568523e-06
competed,0.0
dentures,-6.060602387513704e-07
vermecelli,1.2121204775027408e-06
loudness,-1.2121204775027408e-06
selfs,-1.2121204775027408e-06
breed,0.0
aurelios,0.0
palces,0.0
emaciated,6.060602387513704e-07
pastorcito,1.2121204775027408e-06
filibertos,1.2121204775027408e-06
kfc,-6.666662626265075e-06
chevron,-1.2121204775027408e-06
seizures,0.0
households,6.060602387513704e-07
olds,1.8181807162541113e-06
renovated,1.2121204775027408e-06
service,-6.060602387513704e-07
ramyun,2.4242409550054816e-06
zinfandel,-2.4242409550054816e-06
reuben,6.060602387513705e-06
needed,1.2121204775027408e-06
grossness,0.0
critter,-1.8181807162541113e-06
mousseline,0.0
genesis,1.2121204775027408e-06
caitlyn,1.2121204775027408e-06
rewards,4.242421671259593e-06
slingin,-1.8181807162541113e-06
swish,7.272722865016445e-06
mutilated,-6.060602387513704e-07
jbs,-6.060602387513704e-07
positively,6.060602387513704e-07
smothers,6.060602387513704e-07
duckworth,2.4242409550054816e-06
anniversaries,1.2121204775027408e-06
idly,-6.060602387513704e-07
idle,-4.242421671259593e-06
exclaimed,1.2121204775027408e-06
sheen,-4.848481910010963e-06
sooth,6.060602387513704e-07
