,0.0
fawn,2.499997916668403e-06
gai,-8.333326388894676e-06
saimin,1.666665277778935e-06
askew,-4.166663194447338e-06
woods,-6.66666111111574e-06
clotted,-8.333326388894675e-07
spiders,8.333326388894675e-07
hanging,-7.499993750005208e-06
paiza,0.0
woody,4.999995833336806e-06
northsight,1.666665277778935e-06
comically,2.499997916668403e-06
gae,-8.333326388894675e-07
sevens,1.666665277778935e-06
canes,-1.666665277778935e-06
chatter,3.33333055555787e-06
scold,0.0
originality,-6.66666111111574e-06
refunding,3.33333055555787e-06
caned,-8.333326388894675e-07
calpico,1.666665277778935e-06
bruschetta,1.2499989583342015e-05
stipulate,-1.666665277778935e-06
fattiness,5.8333284722262735e-06
holyrood,6.66666111111574e-06
taj,2.499997916668403e-06
bringing,9.166659027784144e-06
tcby,8.333326388894675e-07
revelers,-1.666665277778935e-06
wooded,1.666665277778935e-06
spacy,2.499997916668403e-06
grueling,-8.333326388894676e-06
broiler,9.166659027784144e-06
wooden,3.33333055555787e-06
wholemeal,1.666665277778935e-06
condessa,0.0
wednesday,7.499993750005208e-06
broiled,1.666665277778935e-06
tak,2.499997916668403e-06
crotch,3.33333055555787e-06
chimchurri,3.33333055555787e-06
stereotypical,-9.166659027784144e-06
caramelo,0.0
bbqs,-5.8333284722262735e-06
chimichuri,1.666665277778935e-06
expeirence,8.333326388894675e-07
blynk,1.666665277778935e-06
complainers,1.666665277778935e-06
scraper,-4.166663194447338e-06
270,-1.666665277778935e-06
274,0.0
275,4.999995833336806e-06
277,0.0
scraped,-8.333326388894676e-06
snuggled,-1.666665277778935e-06
errors,-9.999991666673611e-06
deferred,2.499997916668403e-06
reeling,-4.166663194447338e-06
cyprus,8.333326388894675e-07
cooking,4.166663194447338e-06
huong,1.666665277778935e-06
salsify,-8.333326388894675e-07
designing,-4.999995833336806e-06
magees,-8.333326388894675e-07
hallucinating,8.333326388894675e-07
succumb,0.0
shocks,1.666665277778935e-06
chins,2.499997916668403e-06
brainwashed,-2.499997916668403e-06
ching,-2.499997916668403e-06
china,2.499997916668403e-06
wagyu,9.166659027784144e-06
affiliated,8.333326388894675e-07
babaganoosh,-8.333326388894675e-07
bumbleberry,0.0
wiseguy,-4.999995833336806e-06
natured,-2.499997916668403e-06
reggae,3.33333055555787e-06
kids,-2.499997916668403e-06
uplifting,-1.666665277778935e-06
robata,-3.33333055555787e-06
climbed,3.33333055555787e-06
omellette,2.499997916668403e-06
controversy,-8.333326388894675e-07
spotty,-1.333332222223148e-05
golden,-2.499997916668403e-06
cobblers,6.66666111111574e-06
projection,8.333326388894675e-07
orangish,-5.8333284722262735e-06
conditions,-9.166659027784144e-06
stern,-8.333326388894675e-07
battista,-9.999991666673611e-06
agassi,0.0
dna,4.999995833336806e-06
dnc,0.0
catchy,-8.333326388894676e-06
abbreviations,-8.333326388894675e-07
cannibal,1.666665277778935e-06
dnt,-1.666665277778935e-06
music,0.0
therefore,-1.666665277778935e-06
violently,-6.66666111111574e-06
populations,8.333326388894675e-07
kneader,-2.499997916668403e-06
crooner,8.333326388894675e-07
yahoo,2.499997916668403e-06
felipes,-8.333326388894675e-07
buffallo,0.0
unpack,1.666665277778935e-06
exhorbitant,-3.33333055555787e-06
circumstances,4.999995833336806e-06
intake,-8.333326388894675e-07
morally,2.499997916668403e-06
locked,-1.6666652777789352e-05
toxins,1.666665277778935e-06
locker,-1.666665277778935e-06
busyness,8.333326388894675e-07
tomahawk,-4.166663194447338e-06
matilda,8.333326388894675e-07
yummily,1.666665277778935e-06
capsaicin,1.666665277778935e-06
wang,-4.166663194447338e-06
wand,2.499997916668403e-06
pints,1.4999987500010416e-05
kaprow,8.333326388894675e-07
papillote,0.0
dunkin,0.0
diappointed,1.666665277778935e-06
wans,8.333326388894675e-07
callin,1.666665277778935e-06
want,1.666665277778935e-06
cookers,-1.666665277778935e-06
copycat,-8.333326388894675e-07
pinto,6.66666111111574e-06
cookery,1.666665277778935e-06
absolute,8.333326388894675e-07
mcmuffin,-9.166659027784144e-06
sugarless,-1.666665277778935e-06
travel,4.999995833336806e-06
copious,8.333326388894675e-07
callie,-8.333326388894675e-07
exelent,0.0
barstools,-3.33333055555787e-06
topings,1.666665277778935e-06
cadence,0.0
bombbb,4.166663194447338e-06
taguara,-8.333326388894675e-07
eggrolls,-9.999991666673611e-06
dinosaurs,4.166663194447338e-06
modest,2.499997916668403e-06
promotion,-4.999995833336806e-06
colorfully,0.0
sickening,-8.333326388894676e-06
tulip,1.666665277778935e-06
18th,8.333326388894675e-07
concoction,-2.499997916668403e-06
chandon,-8.333326388894675e-07
tantalizing,4.166663194447338e-06
nonsensical,2.499997916668403e-06
rawhide,-2.499997916668403e-06
zan,0.0
welcomed,1.6666652777789352e-05
spagos,-8.333326388894675e-07
whizzing,3.33333055555787e-06
partnered,-4.999995833336806e-06
tillamook,2.499997916668403e-06
zam,1.666665277778935e-06
apoligized,0.0
avondale,3.33333055555787e-06
welcomes,2.499997916668403e-06
fir,-1.666665277778935e-06
wickedly,1.666665277778935e-06
fit,8.333326388894676e-06
uot,-3.33333055555787e-06
screaming,-8.333326388894675e-07
fix,-2.499997916668403e-06
fib,2.499997916668403e-06
fig,-6.66666111111574e-06
fuddruckers,-7.499993750005208e-06
fin,-1.666665277778935e-06
fil,1.1666656944452547e-05
corridor,-8.333326388894676e-06
songwriter,0.0
sneezing,-2.499997916668403e-06
vouchers,-5.8333284722262735e-06
bixi,0.0
glutten,0.0
effects,2.499997916668403e-06
gnoochi,-4.999995833336806e-06
sixteen,2.499997916668403e-06
undeveloped,0.0
saddened,-1.083332430556308e-05
caramely,-1.666665277778935e-06
bartop,-2.499997916668403e-06
shortchanged,2.499997916668403e-06
arrow,8.333326388894675e-07
ingrid,-1.666665277778935e-06
arroz,-4.166663194447338e-06
kincaids,-9.166659027784144e-06
windmill,4.166663194447338e-06
allah,-8.333326388894675e-07
oohed,-2.499997916668403e-06
allan,-8.333326388894675e-07
phoenicians,4.999995833336806e-06
parasites,0.0
veracruz,-3.33333055555787e-06
3years,8.333326388894675e-07
touts,-5.8333284722262735e-06
whaddya,8.333326388894675e-07
smirk,-4.166663194447338e-06
plateware,-8.333326388894675e-07
enviroment,-4.166663194447338e-06
mason,-3.33333055555787e-06
encourage,7.499993750005208e-06
noice,0.0
adapt,5.8333284722262735e-06
dinginess,-1.666665277778935e-06
size,-9.999991666673611e-06
smithfield,-3.33333055555787e-06
wonderbread,0.0
abbott,0.0
stamping,8.333326388894675e-07
batura,4.166663194447338e-06
strata,-4.166663194447338e-06
pizzafarro,-3.33333055555787e-06
pumpkins,-8.333326388894675e-07
corrects,2.499997916668403e-06
pumpkiny,1.666665277778935e-06
estimate,2.499997916668403e-06
ugghhh,-2.499997916668403e-06
universally,8.333326388894675e-07
chlorine,2.499997916668403e-06
silent,8.333326388894675e-07
competes,1.666665277778935e-06
sickeningly,-9.166659027784144e-06
sofritas,-4.999995833336806e-06
disturbed,-3.33333055555787e-06
caminero,0.0
competed,-8.333326388894675e-07
dentures,0.0
vermecelli,4.999995833336806e-06
loudness,-4.166663194447338e-06
selfs,-1.666665277778935e-06
breed,1.666665277778935e-06
aurelios,0.0
palces,1.666665277778935e-06
emaciated,0.0
pastorcito,1.666665277778935e-06
filibertos,-8.333326388894675e-07
kfc,-2.499997916668403e-06
chevron,8.333326388894675e-07
seizures,0.0
households,8.333326388894675e-07
olds,4.999995833336806e-06
renovated,-1.666665277778935e-06
service,2.499997916668403e-06
ramyun,3.33333055555787e-06
zinfandel,2.499997916668403e-06
reuben,0.0
needed,8.333326388894675e-07
grossness,8.333326388894675e-07
critter,-2.499997916668403e-06
mousseline,0.0
genesis,2.499997916668403e-06
caitlyn,8.333326388894675e-07
rewards,1.5833320138899886e-05
slingin,-2.499997916668403e-06
swish,8.333326388894675e-07
mutilated,-8.333326388894675e-07
jbs,-1.666665277778935e-06
positively,4.999995833336806e-06
smothers,-8.333326388894675e-07
duckworth,4.166663194447338e-06
anniversaries,0.0
idly,-1.666665277778935e-06
idle,-3.33333055555787e-06
exclaimed,0.0
sheen,-4.166663194447338e-06
sooth,0.0
feeling,-4.999995833336806e-06
idli,2.499997916668403e-06
longs,2.499997916668403e-06
redesigned,0.0
sustaining,1.666665277778935e-06
spectrum,8.333326388894676e-06
quesarito,-1.666665277778935e-06
thaw,-4.166663194447338e-06
dozen,-8.333326388894675e-07
affairs,2.499997916668403e-06
wholesome,4.166663194447338e-06
mostly,-1.666665277778935e-06
craver,0.0
paramedics,2.499997916668403e-06
uncouth,4.999995833336806e-06
toothed,-1.666665277778935e-06
britches,-1.666665277778935e-06
workmates,1.666665277778935e-06
crocs,4.166663194447338e-06
shipments,-2.499997916668403e-06
45th,0.0
committing,4.999995833336806e-06
jammed,-5.8333284722262735e-06
sugarcane,2.499997916668403e-06
limitless,1.666665277778935e-06
diminishing,-1.666665277778935e-06
vexing,2.499997916668403e-06
resonates,8.333326388894675e-07
disjointed,-1.666665277778935e-06
mouth,1.2499989583342015e-05
reverence,1.666665277778935e-06
conceded,8.333326388894675e-07
resonated,1.666665277778935e-06
expound,8.333326388894675e-07
singer,-1.083332430556308e-05
nettle,0.0
cumbia,-8.333326388894675e-07
tech,3.33333055555787e-06
prevention,-3.33333055555787e-06
scream,-9.999991666673611e-06
thinest,0.0
saying,-1.666665277778935e-06
condesa,0.0
braising,-2.499997916668403e-06
trompo,2.499997916668403e-06
teresa,8.333326388894675e-07
empandas,-8.333326388894675e-07
loitered,8.333326388894675e-07
padded,-4.166663194447338e-06
fennel,8.333326388894675e-07
ulcer,-1.666665277778935e-06
hotnjuicy,8.333326388894675e-07
cheaply,-7.499993750005208e-06
papavero,-2.499997916668403e-06
hounded,1.666665277778935e-06
orleans,-4.166663194447338e-06
faure,8.333326388894675e-07
flowers,1.5833320138899886e-05
clicked,-7.499993750005208e-06
skinnyfats,2.499997916668403e-06
buvette,0.0
luby,-8.333326388894675e-07
aspinwall,2.499997916668403e-06
rico,-6.66666111111574e-06
lube,2.499997916668403e-06
statehouse,-8.333326388894675e-07
bliss,1.333332222223148e-05
rick,-4.999995833336806e-06
rich,1.083332430556308e-05
rice,4.999995833336806e-06
rica,5.8333284722262735e-06
plate,5.8333284722262735e-06
waaaaaay,-4.999995833336806e-06
incongruent,8.333326388894675e-07
2min,0.0
bruddah,-2.499997916668403e-06
clumsiness,1.666665277778935e-06
caribe,8.333326388894675e-07
altogether,-4.166663194447338e-06
toungue,-8.333326388894675e-07
slidin,0.0
uncleanliness,0.0
droning,1.666665277778935e-06
jaguar,0.0
nicely,1.1666656944452547e-05
boarder,-8.333326388894675e-07
capistrami,1.666665277778935e-06
pretzel,1.5833320138899886e-05
patch,4.166663194447338e-06
gobi,7.499993750005208e-06
