,0.0
fawn,0.0
gai,-1.999992000032e-05
saimin,5.5999776000896e-05
askew,-1.999992000032e-05
woods,0.0
clotted,-1.1999952000192e-05
spiders,-3.9999840000639995e-06
hanging,0.0
paiza,0.0
woody,2.7999888000448e-05
northsight,0.0
comically,0.0
gae,-3.9999840000639995e-06
sevens,-3.9999840000639995e-06
canes,-1.5999936000255998e-05
chatter,1.999992000032e-05
scold,0.0
originality,1.1999952000192e-05
refunding,7.999968000127999e-06
caned,0.0
calpico,7.999968000127999e-06
bruschetta,-1.1999952000192e-05
stipulate,0.0
fattiness,1.999992000032e-05
holyrood,1.1999952000192e-05
taj,7.999968000127999e-06
bringing,-3.9999840000639995e-06
tcby,3.9999840000639995e-06
revelers,-7.999968000127999e-06
wooded,-3.9999840000639995e-06
spacy,-3.9999840000639995e-06
grueling,-7.999968000127999e-06
broiler,-3.9999840000639995e-06
wooden,5.5999776000896e-05
wholemeal,7.999968000127999e-06
condessa,0.0
wednesday,2.3999904000384e-05
broiled,6.7999728001088e-05
tak,7.999968000127999e-06
crotch,3.9999840000639995e-06
chimchurri,7.999968000127999e-06
stereotypical,-3.9999840000639995e-06
caramelo,0.0
bbqs,-1.5999936000255998e-05
chimichuri,7.999968000127999e-06
expeirence,0.0
blynk,1.1999952000192e-05
complainers,-1.5999936000255998e-05
scraper,0.0
270,3.9999840000639995e-06
274,0.0
275,0.0
277,0.0
scraped,3.9999840000639995e-06
snuggled,0.0
errors,-2.3999904000384e-05
deferred,0.0
reeling,-3.9999840000639995e-06
cyprus,-7.999968000127999e-06
cooking,-1.5999936000255998e-05
huong,0.0
salsify,0.0
designing,7.999968000127999e-06
magees,-3.9999840000639995e-06
hallucinating,3.9999840000639995e-06
succumb,0.0
shocks,0.0
chins,7.999968000127999e-06
brainwashed,-7.999968000127999e-06
ching,-3.9999840000639995e-06
china,0.0
wagyu,4.3999824000704e-05
affiliated,0.0
babaganoosh,0.0
bumbleberry,0.0
wiseguy,0.0
natured,-3.9999840000639995e-06
reggae,3.9999840000639995e-06
kids,-3.9999840000639995e-06
uplifting,0.0
robata,-7.999968000127999e-06
climbed,-3.9999840000639995e-06
omellette,7.999968000127999e-06
controversy,0.0
spotty,-3.5999856000575996e-05
golden,3.1999872000511996e-05
cobblers,-3.9999840000639995e-06
projection,-7.999968000127999e-06
orangish,-7.999968000127999e-06
conditions,-3.9999840000639995e-06
stern,1.1999952000192e-05
battista,-3.9999840000639995e-06
agassi,0.0
dna,-1.5999936000255998e-05
dnc,0.0
catchy,-1.999992000032e-05
abbreviations,0.0
cannibal,7.999968000127999e-06
dnt,0.0
music,7.999968000127999e-06
therefore,7.999968000127999e-06
violently,-7.999968000127999e-06
populations,3.9999840000639995e-06
kneader,0.0
crooner,0.0
yahoo,3.9999840000639995e-06
felipes,0.0
buffallo,0.0
unpack,3.9999840000639995e-06
exhorbitant,-7.999968000127999e-06
circumstances,0.0
intake,-1.5999936000255998e-05
morally,0.0
locked,-1.999992000032e-05
toxins,3.9999840000639995e-06
locker,0.0
busyness,7.999968000127999e-06
tomahawk,-1.1999952000192e-05
matilda,3.9999840000639995e-06
yummily,0.0
capsaicin,7.999968000127999e-06
wang,3.9999840000639995e-06
wand,0.0
pints,5.999976000096e-05
kaprow,0.0
papillote,3.9999840000639995e-06
dunkin,7.999968000127999e-06
diappointed,0.0
wans,3.9999840000639995e-06
callin,7.999968000127999e-06
want,-1.1999952000192e-05
cookers,-1.1999952000192e-05
copycat,0.0
pinto,-3.9999840000639995e-06
cookery,0.0
absolute,1.5999936000255998e-05
mcmuffin,1.1999952000192e-05
sugarless,0.0
travel,2.7999888000448e-05
copious,-3.9999840000639995e-06
callie,0.0
exelent,3.9999840000639995e-06
barstools,-3.9999840000639995e-06
topings,-7.999968000127999e-06
cadence,0.0
bombbb,1.1999952000192e-05
taguara,0.0
eggrolls,-6.7999728001088e-05
dinosaurs,7.999968000127999e-06
modest,3.999984000064e-05
promotion,0.0
colorfully,-3.9999840000639995e-06
sickening,-1.5999936000255998e-05
tulip,3.9999840000639995e-06
18th,3.9999840000639995e-06
concoction,7.999968000127999e-06
chandon,0.0
tantalizing,1.1999952000192e-05
nonsensical,3.9999840000639995e-06
rawhide,0.0
zan,0.0
welcomed,3.5999856000575996e-05
spagos,0.0
whizzing,3.9999840000639995e-06
partnered,-3.9999840000639995e-06
tillamook,0.0
zam,7.999968000127999e-06
apoligized,-3.9999840000639995e-06
avondale,-7.999968000127999e-06
welcomes,-7.999968000127999e-06
fir,1.1999952000192e-05
wickedly,0.0
fit,6.399974400102399e-05
uot,0.0
screaming,-2.7999888000448e-05
fix,1.1999952000192e-05
fib,0.0
fig,-3.1999872000511996e-05
fuddruckers,-1.5999936000255998e-05
fin,-3.9999840000639995e-06
fil,7.999968000127999e-06
corridor,3.1999872000511996e-05
songwriter,3.9999840000639995e-06
sneezing,1.1999952000192e-05
vouchers,-2.7999888000448e-05
bixi,0.0
glutten,0.0
effects,-2.7999888000448e-05
gnoochi,0.0
sixteen,3.9999840000639995e-06
undeveloped,0.0
saddened,-3.9999840000639995e-06
caramely,0.0
bartop,-3.9999840000639995e-06
shortchanged,0.0
arrow,-3.9999840000639995e-06
ingrid,0.0
arroz,-3.9999840000639995e-06
kincaids,-3.999984000064e-05
windmill,-1.1999952000192e-05
allah,0.0
oohed,-1.1999952000192e-05
allan,0.0
phoenicians,7.999968000127999e-06
parasites,0.0
veracruz,0.0
3years,7.999968000127999e-06
touts,-1.5999936000255998e-05
whaddya,3.9999840000639995e-06
smirk,-3.9999840000639995e-06
plateware,3.9999840000639995e-06
enviroment,-7.999968000127999e-06
mason,3.1999872000511996e-05
encourage,1.1999952000192e-05
noice,3.9999840000639995e-06
adapt,3.9999840000639995e-06
dinginess,-3.9999840000639995e-06
size,0.0
smithfield,0.0
wonderbread,-3.9999840000639995e-06
abbott,0.0
stamping,0.0
batura,7.999968000127999e-06
strata,-1.1999952000192e-05
pizzafarro,0.0
pumpkins,0.0
corrects,0.0
pumpkiny,0.0
estimate,-3.1999872000511996e-05
ugghhh,0.0
universally,7.999968000127999e-06
chlorine,-3.9999840000639995e-06
silent,-1.5999936000255998e-05
competes,1.1999952000192e-05
sickeningly,-1.5999936000255998e-05
sofritas,-7.999968000127999e-06
disturbed,-7.999968000127999e-06
caminero,0.0
competed,-3.9999840000639995e-06
dentures,0.0
vermecelli,2.3999904000384e-05
loudness,0.0
selfs,0.0
breed,-3.9999840000639995e-06
aurelios,0.0
palces,7.999968000127999e-06
emaciated,0.0
pastorcito,0.0
filibertos,-7.999968000127999e-06
kfc,-1.999992000032e-05
chevron,3.9999840000639995e-06
seizures,3.9999840000639995e-06
households,0.0
olds,-2.7999888000448e-05
renovated,3.999984000064e-05
service,3.9999840000639995e-06
ramyun,7.999968000127999e-06
zinfandel,3.1999872000511996e-05
reuben,7.999968000127999e-06
needed,-1.1999952000192e-05
grossness,-7.999968000127999e-06
critter,3.9999840000639995e-06
mousseline,0.0
genesis,3.9999840000639995e-06
caitlyn,0.0
rewards,1.5999936000255998e-05
slingin,-7.999968000127999e-06
swish,7.999968000127999e-06
mutilated,0.0
jbs,0.0
positively,-7.999968000127999e-06
smothers,-3.9999840000639995e-06
duckworth,1.5999936000255998e-05
anniversaries,7.999968000127999e-06
idly,0.0
idle,-1.5999936000255998e-05
exclaimed,1.1999952000192e-05
sheen,0.0
sooth,0.0
feeling,2.3999904000384e-05
idli,0.0
longs,0.0
redesigned,-3.9999840000639995e-06
sustaining,0.0
spectrum,2.7999888000448e-05
quesarito,0.0
thaw,-7.999968000127999e-06
dozen,1.1999952000192e-05
affairs,7.999968000127999e-06
wholesome,2.3999904000384e-05
mostly,-5.1999792000832e-05
craver,0.0
paramedics,1.1999952000192e-05
uncouth,7.999968000127999e-06
toothed,0.0
britches,-1.1999952000192e-05
workmates,0.0
crocs,7.999968000127999e-06
shipments,3.9999840000639995e-06
45th,0.0
committing,3.9999840000639995e-06
jammed,-1.999992000032e-05
sugarcane,3.9999840000639995e-06
limitless,1.5999936000255998e-05
diminishing,0.0
vexing,0.0
resonates,7.999968000127999e-06
disjointed,3.9999840000639995e-06
mouth,0.0
reverence,0.0
conceded,0.0
resonated,0.0
expound,0.0
singer,-3.1999872000511996e-05
nettle,0.0
cumbia,0.0
tech,-7.999968000127999e-06
prevention,-3.9999840000639995e-06
scream,3.9999840000639995e-06
thinest,0.0
saying,-2.7999888000448e-05
condesa,1.1999952000192e-05
braising,0.0
trompo,0.0
teresa,-7.999968000127999e-06
empandas,0.0
loitered,0.0
padded,-7.999968000127999e-06
fennel,7.999968000127999e-06
ulcer,0.0
hotnjuicy,3.9999840000639995e-06
cheaply,-1.1999952000192e-05
papavero,-1.1999952000192e-05
hounded,0.0
orleans,7.999968000127999e-06
faure,3.9999840000639995e-06
flowers,-3.9999840000639995e-06
clicked,0.0
skinnyfats,3.5999856000575996e-05
buvette,0.0
luby,0.0
aspinwall,7.999968000127999e-06
rico,-1.1999952000192e-05
lube,-1.1999952000192e-05
statehouse,-3.9999840000639995e-06
bliss,1.999992000032e-05
rick,1.1999952000192e-05
rich,1.5999936000255998e-05
rice,3.5999856000575996e-05
rica,7.999968000127999e-06
plate,-1.1999952000192e-05
waaaaaay,0.0
incongruent,0.0
2min,0.0
bruddah,0.0
clumsiness,3.9999840000639995e-06
