,0.0
fawn,2.999997000003e-06
gai,-1.2999987000013e-05
saimin,4.999995000005e-06
askew,-4.999995000005e-06
woods,0.0
clotted,-1.999998000002e-06
spiders,-9.99999000001e-07
hanging,-1.0999989000011e-05
paiza,0.0
woody,3.999996000004e-06
northsight,9.99999000001e-07
comically,-9.99999000001e-07
gae,-1.999998000002e-06
sevens,1.999998000002e-06
canes,-1.999998000002e-06
chatter,4.999995000005e-06
scold,9.99999000001e-07
originality,-7.999992000008e-06
refunding,2.999997000003e-06
caned,-9.99999000001e-07
calpico,9.99999000001e-07
bruschetta,6.999993000007e-06
stipulate,-9.99999000001e-07
fattiness,4.999995000005e-06
holyrood,4.999995000005e-06
taj,6.999993000007e-06
bringing,1.1999988000012e-05
tcby,9.99999000001e-07
revelers,-2.999997000003e-06
wooded,0.0
spacy,9.99999000001e-07
grueling,-6.999993000007e-06
broiler,8.999991000009e-06
wooden,1.999998000002e-06
wholemeal,1.999998000002e-06
condessa,0.0
wednesday,-7.999992000008e-06
broiled,9.99999000001e-07
tak,2.999997000003e-06
crotch,9.99999000001e-07
chimchurri,1.999998000002e-06
stereotypical,-8.999991000009e-06
caramelo,0.0
bbqs,-5.999994000006e-06
chimichuri,1.999998000002e-06
expeirence,9.99999000001e-07
blynk,1.999998000002e-06
complainers,1.999998000002e-06
scraper,-2.999997000003e-06
270,-2.999997000003e-06
274,-9.99999000001e-07
275,7.999992000008e-06
277,0.0
scraped,-9.99999000001e-06
snuggled,-1.999998000002e-06
errors,-2.0999979000021e-05
deferred,3.999996000004e-06
reeling,-3.999996000004e-06
cyprus,0.0
cooking,1.0999989000011e-05
huong,-3.999996000004e-06
salsify,-9.99999000001e-07
designing,-3.999996000004e-06
magees,-9.99999000001e-07
hallucinating,2.999997000003e-06
succumb,2.999997000003e-06
shocks,1.999998000002e-06
chins,2.999997000003e-06
brainwashed,-2.999997000003e-06
ching,0.0
china,-7.999992000008e-06
wagyu,9.99999000001e-07
affiliated,9.99999000001e-07
babaganoosh,-9.99999000001e-07
bumbleberry,0.0
wiseguy,-4.999995000005e-06
natured,-1.999998000002e-06
reggae,4.999995000005e-06
kids,-3.999996000004e-06
uplifting,9.99999000001e-07
robata,-3.999996000004e-06
climbed,3.999996000004e-06
omellette,2.999997000003e-06
controversy,-9.99999000001e-07
spotty,-2.0999979000021e-05
golden,8.999991000009e-06
cobblers,1.999998000002e-06
projection,1.999998000002e-06
orangish,-6.999993000007e-06
conditions,-3.999996000004e-06
stern,2.999997000003e-06
battista,-1.2999987000013e-05
agassi,0.0
dna,3.999996000004e-06
dnc,0.0
catchy,-9.99999000001e-06
abbreviations,-9.99999000001e-07
cannibal,1.999998000002e-06
dnt,0.0
music,7.999992000008e-06
therefore,-6.999993000007e-06
violently,-9.99999000001e-06
populations,2.999997000003e-06
kneader,-2.999997000003e-06
crooner,9.99999000001e-07
yahoo,1.999998000002e-06
felipes,-9.99999000001e-07
buffallo,-9.99999000001e-07
unpack,1.999998000002e-06
exhorbitant,-2.999997000003e-06
circumstances,3.999996000004e-06
intake,7.999992000008e-06
morally,2.999997000003e-06
