,0.0
fawn,2.399998080001536e-06
gai,-7.199994240004608e-06
saimin,1.599998720001024e-06
askew,-3.99999680000256e-06
woods,-8.799992960005631e-06
clotted,-7.99999360000512e-07
spiders,7.99999360000512e-07
hanging,3.199997440002048e-06
paiza,0.0
woody,4.799996160003072e-06
northsight,1.599998720001024e-06
comically,1.599998720001024e-06
gae,-7.99999360000512e-07
sevens,1.599998720001024e-06
canes,-7.99999360000512e-07
chatter,2.399998080001536e-06
scold,0.0
originality,-5.599995520003584e-06
refunding,3.199997440002048e-06
caned,-7.99999360000512e-07
calpico,1.599998720001024e-06
bruschetta,1.0399991680006657e-05
stipulate,-1.599998720001024e-06
fattiness,6.399994880004096e-06
holyrood,6.399994880004096e-06
taj,3.199997440002048e-06
bringing,3.99999680000256e-06
tcby,7.99999360000512e-07
revelers,-1.599998720001024e-06
wooded,1.599998720001024e-06
spacy,2.399998080001536e-06
grueling,-8.799992960005631e-06
broiler,9.599992320006143e-06
wooden,7.199994240004608e-06
wholemeal,7.99999360000512e-07
condessa,0.0
wednesday,1.0399991680006657e-05
broiled,2.399998080001536e-06
tak,1.599998720001024e-06
crotch,3.199997440002048e-06
chimchurri,3.199997440002048e-06
stereotypical,-8.799992960005631e-06
caramelo,0.0
bbqs,-5.599995520003584e-06
chimichuri,1.599998720001024e-06
expeirence,7.99999360000512e-07
blynk,1.599998720001024e-06
complainers,1.599998720001024e-06
scraper,-3.99999680000256e-06
270,-1.599998720001024e-06
274,0.0
275,4.799996160003072e-06
277,0.0
scraped,-7.99999360000512e-06
snuggled,-1.599998720001024e-06
errors,-1.1199991040007168e-05
deferred,2.399998080001536e-06
reeling,-4.799996160003072e-06
cyprus,7.99999360000512e-07
cooking,6.399994880004096e-06
huong,1.599998720001024e-06
salsify,-7.99999360000512e-07
designing,-5.599995520003584e-06
magees,-7.99999360000512e-07
hallucinating,7.99999360000512e-07
succumb,0.0
shocks,1.599998720001024e-06
chins,2.399998080001536e-06
brainwashed,-2.399998080001536e-06
ching,-2.399998080001536e-06
china,3.99999680000256e-06
wagyu,3.99999680000256e-06
affiliated,7.99999360000512e-07
babaganoosh,-7.99999360000512e-07
bumbleberry,0.0
wiseguy,-4.799996160003072e-06
natured,-3.199997440002048e-06
reggae,3.199997440002048e-06
kids,-7.99999360000512e-07
uplifting,-1.599998720001024e-06
robata,-3.199997440002048e-06
climbed,3.199997440002048e-06
omellette,2.399998080001536e-06
controversy,-7.99999360000512e-07
spotty,-7.99999360000512e-06
golden,5.599995520003584e-06
cobblers,6.399994880004096e-06
projection,7.99999360000512e-07
orangish,-5.599995520003584e-06
conditions,-1.0399991680006657e-05
stern,7.99999360000512e-07
battista,-9.599992320006143e-06
agassi,0.0
dna,4.799996160003072e-06
dnc,0.0
catchy,-7.99999360000512e-06
abbreviations,-7.99999360000512e-07
cannibal,3.199997440002048e-06
dnt,-1.599998720001024e-06
music,-3.99999680000256e-06
therefore,-7.99999360000512e-07
violently,-6.399994880004096e-06
populations,7.99999360000512e-07
kneader,-2.399998080001536e-06
crooner,7.99999360000512e-07
yahoo,2.399998080001536e-06
felipes,-7.99999360000512e-07
buffallo,0.0
unpack,1.599998720001024e-06
exhorbitant,-3.199997440002048e-06
circumstances,5.599995520003584e-06
intake,7.99999360000512e-07
morally,2.399998080001536e-06
locked,-1.4399988480009216e-05
toxins,1.599998720001024e-06
locker,-7.99999360000512e-07
busyness,7.99999360000512e-07
tomahawk,-3.199997440002048e-06
matilda,7.99999360000512e-07
yummily,1.599998720001024e-06
capsaicin,1.599998720001024e-06
wang,-3.99999680000256e-06
wand,2.399998080001536e-06
pints,1.4399988480009216e-05
kaprow,7.99999360000512e-07
papillote,0.0
dunkin,7.99999360000512e-07
diappointed,1.599998720001024e-06
wans,0.0
callin,1.599998720001024e-06
want,-7.99999360000512e-07
cookers,-1.599998720001024e-06
copycat,-7.99999360000512e-07
pinto,7.99999360000512e-06
cookery,2.399998080001536e-06
absolute,-5.599995520003584e-06
mcmuffin,-8.799992960005631e-06
sugarless,-1.599998720001024e-06
travel,2.399998080001536e-06
copious,-1.599998720001024e-06
callie,-7.99999360000512e-07
exelent,0.0
barstools,-3.99999680000256e-06
topings,1.599998720001024e-06
cadence,0.0
bombbb,3.99999680000256e-06
taguara,-7.99999360000512e-07
eggrolls,-1.2799989760008192e-05
dinosaurs,3.99999680000256e-06
modest,-7.99999360000512e-07
promotion,-4.799996160003072e-06
colorfully,0.0
sickening,-7.99999360000512e-06
tulip,1.599998720001024e-06
18th,0.0
concoction,-2.399998080001536e-06
chandon,-7.99999360000512e-07
tantalizing,3.99999680000256e-06
nonsensical,2.399998080001536e-06
rawhide,-2.399998080001536e-06
zan,0.0
welcomed,1.1199991040007168e-05
spagos,-7.99999360000512e-07
whizzing,3.199997440002048e-06
partnered,-4.799996160003072e-06
tillamook,1.599998720001024e-06
zam,1.599998720001024e-06
apoligized,0.0
avondale,3.199997440002048e-06
welcomes,2.399998080001536e-06
fir,7.99999360000512e-07
wickedly,1.599998720001024e-06
fit,1.599998720001024e-06
uot,-3.199997440002048e-06
screaming,0.0
fix,9.599992320006143e-06
fib,2.399998080001536e-06
fig,-4.799996160003072e-06
fuddruckers,-6.399994880004096e-06
fin,-7.99999360000512e-07
fil,1.0399991680006657e-05
corridor,-8.799992960005631e-06
songwriter,0.0
sneezing,-2.399998080001536e-06
vouchers,-5.599995520003584e-06
bixi,0.0
glutten,0.0
effects,2.399998080001536e-06
gnoochi,-4.799996160003072e-06
sixteen,2.399998080001536e-06
undeveloped,0.0
saddened,-1.2799989760008192e-05
caramely,-1.599998720001024e-06
bartop,-2.399998080001536e-06
shortchanged,2.399998080001536e-06
arrow,7.99999360000512e-07
ingrid,-1.599998720001024e-06
arroz,-4.799996160003072e-06
kincaids,-8.799992960005631e-06
windmill,3.99999680000256e-06
allah,-7.99999360000512e-07
oohed,-2.399998080001536e-06
allan,-7.99999360000512e-07
phoenicians,5.599995520003584e-06
parasites,0.0
veracruz,-3.199997440002048e-06
3years,7.99999360000512e-07
touts,-5.599995520003584e-06
whaddya,7.99999360000512e-07
smirk,-3.99999680000256e-06
plateware,-7.99999360000512e-07
enviroment,-3.99999680000256e-06
mason,-3.199997440002048e-06
encourage,3.99999680000256e-06
noice,7.99999360000512e-07
adapt,6.399994880004096e-06
dinginess,-1.599998720001024e-06
size,1.599998720001024e-06
smithfield,-3.199997440002048e-06
wonderbread,-1.599998720001024e-06
abbott,0.0
stamping,7.99999360000512e-07
batura,3.99999680000256e-06
strata,-3.99999680000256e-06
pizzafarro,-3.199997440002048e-06
pumpkins,-7.99999360000512e-07
corrects,2.399998080001536e-06
pumpkiny,1.599998720001024e-06
estimate,7.99999360000512e-07
ugghhh,-2.399998080001536e-06
universally,7.99999360000512e-07
chlorine,3.199997440002048e-06
silent,7.99999360000512e-07
competes,1.599998720001024e-06
sickeningly,-8.799992960005631e-06
sofritas,0.0
disturbed,-2.399998080001536e-06
caminero,0.0
competed,-7.99999360000512e-07
dentures,0.0
vermecelli,4.799996160003072e-06
loudness,-3.199997440002048e-06
selfs,-1.599998720001024e-06
breed,1.599998720001024e-06
aurelios,0.0
palces,1.599998720001024e-06
emaciated,0.0
pastorcito,1.599998720001024e-06
filibertos,-7.99999360000512e-07
kfc,-7.99999360000512e-06
chevron,7.99999360000512e-07
seizures,0.0
households,7.99999360000512e-07
olds,2.399998080001536e-06
renovated,7.99999360000512e-07
service,-3.199997440002048e-06
ramyun,3.199997440002048e-06
zinfandel,0.0
reuben,0.0
needed,3.199997440002048e-06
grossness,7.99999360000512e-07
critter,-2.399998080001536e-06
mousseline,0.0
genesis,2.399998080001536e-06
