,0.0
fawn,3.999998000001e-06
gai,-4.99999750000125e-06
saimin,9.9999950000025e-07
askew,-9.9999950000025e-07
woods,-2.499998750000625e-06
clotted,-4.99999750000125e-07
spiders,9.9999950000025e-07
hanging,-2.99999850000075e-06
paiza,0.0
woody,4.99999750000125e-07
northsight,1.499999250000375e-06
comically,9.9999950000025e-07
gae,0.0
sevens,1.499999250000375e-06
canes,1.499999250000375e-06
chatter,3.499998250000875e-06
scold,-9.9999950000025e-07
originality,-2.499998750000625e-06
refunding,1.9999990000005e-06
caned,-1.499999250000375e-06
calpico,1.499999250000375e-06
bruschetta,0.0
stipulate,-1.499999250000375e-06
fattiness,3.499998250000875e-06
holyrood,3.499998250000875e-06
taj,-5.499997250001375e-06
bringing,1.9999990000005e-06
tcby,-4.99999750000125e-07
revelers,-1.9999990000005e-06
wooded,9.9999950000025e-07
spacy,-4.99999750000125e-07
grueling,-6.499996750001625e-06
broiler,1.499999250000375e-06
wooden,-9.9999950000025e-07
wholemeal,4.99999750000125e-07
condessa,4.99999750000125e-07
wednesday,0.0
broiled,-4.99999750000125e-07
tak,9.9999950000025e-07
crotch,1.499999250000375e-06
chimchurri,1.9999990000005e-06
stereotypical,-4.99999750000125e-06
caramelo,-9.9999950000025e-07
bbqs,-1.499999250000375e-06
chimichuri,9.9999950000025e-07
expeirence,-9.9999950000025e-07
blynk,9.9999950000025e-07
complainers,4.499997750001125e-06
scraper,-3.499998250000875e-06
270,9.9999950000025e-07
274,-4.99999750000125e-07
275,3.499998250000875e-06
277,1.499999250000375e-06
scraped,-7.999996000002e-06
snuggled,1.499999250000375e-06
errors,-6.499996750001625e-06
deferred,4.99999750000125e-07
reeling,-3.499998250000875e-06
cyprus,1.9999990000005e-06
cooking,2.99999850000075e-06
huong,0.0
salsify,4.99999750000125e-07
designing,-3.999998000001e-06
magees,0.0
hallucinating,1.499999250000375e-06
succumb,1.499999250000375e-06
shocks,-4.99999750000125e-07
chins,1.9999990000005e-06
brainwashed,-1.499999250000375e-06
ching,-4.99999750000125e-07
china,9.9999950000025e-07
wagyu,1.9999990000005e-06
affiliated,-9.9999950000025e-07
babaganoosh,-1.499999250000375e-06
bumbleberry,-4.99999750000125e-07
wiseguy,-9.9999950000025e-07
natured,-1.499999250000375e-06
reggae,-1.499999250000375e-06
kids,-6.99999650000175e-06
uplifting,-2.499998750000625e-06
robata,-2.99999850000075e-06
climbed,1.499999250000375e-06
omellette,1.9999990000005e-06
controversy,-4.99999750000125e-07
spotty,-5.9999970000015e-06
golden,5.499997250001375e-06
cobblers,5.9999970000015e-06
projection,2.499998750000625e-06
orangish,-3.499998250000875e-06
conditions,-2.99999850000075e-06
stern,-1.9999990000005e-06
battista,-5.499997250001375e-06
agassi,0.0
dna,4.99999750000125e-06
dnc,4.99999750000125e-07
catchy,-5.9999970000015e-06
abbreviations,-4.99999750000125e-07
cannibal,1.499999250000375e-06
dnt,4.99999750000125e-07
music,-4.99999750000125e-07
therefore,-4.499997750001125e-06
violently,-8.499995750002124e-06
populations,-4.99999750000125e-07
kneader,-1.499999250000375e-06
crooner,-4.99999750000125e-07
yahoo,4.99999750000125e-07
felipes,-4.99999750000125e-07
buffallo,-4.99999750000125e-07
unpack,9.9999950000025e-07
exhorbitant,-1.499999250000375e-06
circumstances,-1.9999990000005e-06
intake,-2.499998750000625e-06
morally,1.499999250000375e-06
locked,-1.099999450000275e-05
toxins,4.99999750000125e-07
locker,-1.499999250000375e-06
busyness,0.0
tomahawk,0.0
matilda,0.0
yummily,1.499999250000375e-06
