,0.0
fawn,0.0
gai,-4.9999750001249995e-06
saimin,5.9999700001499995e-05
askew,-2.4999875000624998e-05
woods,0.0
clotted,-4.9999750001249995e-06
spiders,-4.9999750001249995e-06
hanging,-4.9999750001249995e-06
paiza,0.0
woody,3.4999825000875e-05
northsight,0.0
comically,0.0
gae,-4.9999750001249995e-06
sevens,0.0
canes,-1.4999925000374999e-05
chatter,9.999950000249999e-06
scold,0.0
originality,0.0
refunding,0.0
caned,0.0
calpico,9.999950000249999e-06
bruschetta,-2.4999875000624998e-05
stipulate,0.0
fattiness,2.4999875000624998e-05
holyrood,1.9999900000499998e-05
taj,1.4999925000374999e-05
bringing,5.4999725001374995e-05
tcby,4.9999750001249995e-06
revelers,-9.999950000249999e-06
wooded,0.0
spacy,-4.9999750001249995e-06
grueling,-9.999950000249999e-06
broiler,-4.9999750001249995e-06
wooden,0.0
wholemeal,9.999950000249999e-06
condessa,0.0
wednesday,4.4999775001124996e-05
broiled,6.4999675001625e-05
tak,4.9999750001249995e-06
crotch,4.9999750001249995e-06
chimchurri,9.999950000249999e-06
stereotypical,0.0
caramelo,0.0
bbqs,-1.9999900000499998e-05
chimichuri,9.999950000249999e-06
expeirence,0.0
blynk,1.4999925000374999e-05
complainers,-9.999950000249999e-06
scraper,0.0
270,4.9999750001249995e-06
274,0.0
275,0.0
277,0.0
scraped,-1.4999925000374999e-05
snuggled,0.0
errors,-9.999950000249999e-06
deferred,0.0
reeling,-4.9999750001249995e-06
cyprus,0.0
cooking,-9.999950000249999e-06
huong,0.0
salsify,0.0
designing,4.9999750001249995e-06
magees,-4.9999750001249995e-06
hallucinating,-4.9999750001249995e-06
succumb,4.9999750001249995e-06
shocks,0.0
chins,9.999950000249999e-06
brainwashed,-9.999950000249999e-06
ching,4.9999750001249995e-06
china,-4.9999750001249995e-06
wagyu,-9.999950000249999e-06
affiliated,4.9999750001249995e-06
babaganoosh,0.0
bumbleberry,0.0
wiseguy,0.0
natured,4.9999750001249995e-06
reggae,4.9999750001249995e-06
kids,1.4999925000374999e-05
uplifting,0.0
robata,-9.999950000249999e-06
climbed,-4.9999750001249995e-06
omellette,0.0
controversy,-4.9999750001249995e-06
spotty,-4.9999750001249995e-05
golden,4.4999775001124996e-05
cobblers,-4.9999750001249995e-06
projection,-9.999950000249999e-06
orangish,-9.999950000249999e-06
conditions,-4.9999750001249995e-06
stern,9.999950000249999e-06
battista,-4.9999750001249995e-06
agassi,0.0
dna,-1.9999900000499998e-05
dnc,0.0
catchy,-1.9999900000499998e-05
abbreviations,0.0
cannibal,9.999950000249999e-06
dnt,0.0
music,3.4999825000875e-05
therefore,-1.9999900000499998e-05
violently,-9.999950000249999e-06
populations,4.9999750001249995e-06
kneader,0.0
crooner,4.9999750001249995e-06
yahoo,9.999950000249999e-06
felipes,0.0
buffallo,0.0
unpack,4.9999750001249995e-06
exhorbitant,-9.999950000249999e-06
circumstances,0.0
intake,-1.9999900000499998e-05
morally,0.0
locked,-3.9999800000999996e-05
toxins,4.9999750001249995e-06
locker,-1.9999900000499998e-05
busyness,9.999950000249999e-06
tomahawk,-4.9999750001249995e-06
matilda,4.9999750001249995e-06
yummily,0.0
capsaicin,9.999950000249999e-06
wang,0.0
wand,0.0
pints,7.499962500187499e-05
kaprow,0.0
papillote,0.0
dunkin,0.0
diappointed,0.0
wans,0.0
callin,9.999950000249999e-06
want,2.9999850000749997e-05
cookers,0.0
copycat,0.0
pinto,1.4999925000374999e-05
cookery,0.0
absolute,5.9999700001499995e-05
mcmuffin,1.4999925000374999e-05
sugarless,0.0
travel,3.4999825000875e-05
copious,-4.9999750001249995e-06
callie,0.0
exelent,0.0
barstools,-4.9999750001249995e-06
topings,-9.999950000249999e-06
cadence,0.0
bombbb,1.4999925000374999e-05
taguara,0.0
eggrolls,-5.9999700001499995e-05
dinosaurs,9.999950000249999e-06
modest,5.4999725001374995e-05
promotion,9.999950000249999e-06
colorfully,0.0
sickening,-1.9999900000499998e-05
tulip,0.0
18th,1.9999900000499998e-05
concoction,4.9999750001249995e-06
chandon,0.0
