,0.0
fawn,3.4285694693888747e-06
gai,-7.99999542857404e-06
saimin,0.0
askew,-1.1428564897962916e-06
woods,-5.142854204083312e-06
clotted,-5.714282448981458e-07
spiders,1.1428564897962916e-06
hanging,1.7142847346944374e-06
paiza,0.0
woody,5.7142824489814574e-06
northsight,1.7142847346944374e-06
comically,1.1428564897962916e-06
gae,-1.1428564897962916e-06
sevens,1.7142847346944374e-06
canes,2.285712979592583e-06
chatter,6.8571389387777494e-06
scold,-5.714282448981458e-07
originality,-3.99999771428702e-06
refunding,2.285712979592583e-06
caned,-1.7142847346944374e-06
calpico,2.285712979592583e-06
bruschetta,1.7142847346944374e-06
stipulate,-1.7142847346944374e-06
fattiness,3.4285694693888747e-06
holyrood,2.8571412244907287e-06
taj,-5.7142824489814574e-06
bringing,-2.8571412244907287e-06
tcby,5.714282448981458e-07
revelers,-1.1428564897962916e-06
wooded,1.1428564897962916e-06
spacy,-5.714282448981458e-07
grueling,-7.99999542857404e-06
broiler,2.8571412244907287e-06
wooden,5.142854204083312e-06
wholemeal,5.714282448981458e-07
condessa,5.714282448981458e-07
wednesday,4.571425959185166e-06
broiled,3.99999771428702e-06
tak,1.1428564897962916e-06
crotch,2.285712979592583e-06
chimchurri,2.285712979592583e-06
stereotypical,-7.4285671836758954e-06
caramelo,5.714282448981458e-07
bbqs,-3.99999771428702e-06
chimichuri,1.1428564897962916e-06
expeirence,-1.1428564897962916e-06
blynk,1.1428564897962916e-06
complainers,3.4285694693888747e-06
scraper,-3.4285694693888747e-06
270,0.0
274,-5.714282448981458e-07
275,2.285712979592583e-06
277,1.1428564897962916e-06
scraped,-5.7142824489814574e-06
snuggled,5.714282448981458e-07
errors,-7.4285671836758954e-06
deferred,0.0
reeling,-2.8571412244907287e-06
cyprus,2.285712979592583e-06
cooking,2.285712979592583e-06
huong,-1.1428564897962916e-06
salsify,0.0
designing,-3.4285694693888747e-06
magees,-5.714282448981458e-07
hallucinating,1.7142847346944374e-06
succumb,0.0
shocks,-1.1428564897962916e-06
chins,1.7142847346944374e-06
brainwashed,-1.7142847346944374e-06
ching,-5.714282448981458e-07
china,-1.7142847346944374e-06
wagyu,5.7142824489814574e-06
affiliated,-5.714282448981458e-07
babaganoosh,-1.7142847346944374e-06
bumbleberry,-5.714282448981458e-07
wiseguy,-1.1428564897962916e-06
natured,-2.285712979592583e-06
reggae,0.0
kids,-1.7142847346944374e-06
uplifting,-2.285712979592583e-06
robata,-1.1428564897962916e-06
climbed,1.7142847346944374e-06
omellette,1.7142847346944374e-06
controversy,0.0
spotty,-3.99999771428702e-06
golden,6.2857106938796034e-06
cobblers,6.8571389387777494e-06
projection,1.7142847346944374e-06
orangish,-3.99999771428702e-06
conditions,-5.142854204083312e-06
stern,0.0
battista,-7.4285671836758954e-06
agassi,0.0
dna,5.142854204083312e-06
dnc,0.0
catchy,-5.142854204083312e-06
abbreviations,-5.714282448981458e-07
cannibal,1.7142847346944374e-06
dnt,1.1428564897962916e-06
music,1.1428564897962916e-06
therefore,-9.714280163268479e-06
violently,-1.0285708408166625e-05
populations,-5.714282448981458e-07
kneader,-1.7142847346944374e-06
crooner,-5.714282448981458e-07
yahoo,2.285712979592583e-06
felipes,-5.714282448981458e-07
buffallo,0.0
unpack,1.1428564897962916e-06
exhorbitant,-1.7142847346944374e-06
circumstances,-1.7142847346944374e-06
intake,-2.8571412244907287e-06
morally,1.7142847346944374e-06
locked,-6.8571389387777494e-06
toxins,0.0
locker,-5.714282448981458e-07
busyness,0.0
tomahawk,5.714282448981458e-07
matilda,5.714282448981458e-07
yummily,1.7142847346944374e-06
capsaicin,3.4285694693888747e-06
wang,-5.142854204083312e-06
wand,2.285712979592583e-06
pints,9.142851918370333e-06
kaprow,1.7142847346944374e-06
papillote,5.714282448981458e-07
dunkin,1.7142847346944374e-06
diappointed,1.1428564897962916e-06
wans,5.714282448981458e-07
callin,1.1428564897962916e-06
want,-1.1428564897962916e-06
cookers,-1.1428564897962916e-06
copycat,-1.1428564897962916e-06
pinto,4.571425959185166e-06
cookery,2.8571412244907287e-06
absolute,-5.714282448981458e-07
mcmuffin,-7.4285671836758954e-06
sugarless,-1.7142847346944374e-06
travel,1.1428564897962916e-06
copious,-7.4285671836758954e-06
callie,-5.714282448981458e-07
exelent,0.0
barstools,-2.8571412244907287e-06
topings,2.285712979592583e-06
cadence,0.0
bombbb,3.4285694693888747e-06
taguara,-5.714282448981458e-07
eggrolls,4.571425959185166e-06
dinosaurs,0.0
modest,5.142854204083312e-06
promotion,-3.4285694693888747e-06
colorfully,-1.1428564897962916e-06
sickening,-7.99999542857404e-06
tulip,1.1428564897962916e-06
18th,2.8571412244907287e-06
concoction,1.3142849632657353e-05
chandon,0.0
tantalizing,7.99999542857404e-06
nonsensical,5.714282448981458e-07
rawhide,-4.571425959185166e-06
zan,5.714282448981458e-07
welcomed,8.571423673472187e-06
spagos,5.714282448981458e-07
whizzing,2.285712979592583e-06
partnered,-1.7142847346944374e-06
tillamook,3.4285694693888747e-06
zam,3.4285694693888747e-06
apoligized,0.0
avondale,1.1428564897962916e-06
welcomes,5.714282448981458e-07
fir,3.99999771428702e-06
