,0.0
fawn,3.6842085872586383e-06
gai,-3.1578930747931184e-06
saimin,5.263155124655198e-07
askew,-1.0526310249310395e-06
woods,-4.210524099724158e-06
clotted,-5.263155124655198e-07
spiders,1.0526310249310395e-06
hanging,1.0526310249310395e-06
paiza,0.0
woody,6.315786149586237e-06
northsight,1.5789465373965592e-06
comically,1.0526310249310395e-06
gae,0.0
sevens,1.5789465373965592e-06
canes,1.5789465373965592e-06
chatter,6.842101662051757e-06
scold,-5.263155124655198e-07
originality,-2.631577562327599e-06
refunding,2.105262049862079e-06
caned,-1.5789465373965592e-06
calpico,1.5789465373965592e-06
bruschetta,-3.6842085872586383e-06
stipulate,-1.5789465373965592e-06
fattiness,3.1578930747931184e-06
holyrood,2.631577562327599e-06
taj,-4.736839612189678e-06
bringing,7.894732686982796e-06
tcby,-5.263155124655198e-07
revelers,-2.105262049862079e-06
wooded,1.0526310249310395e-06
spacy,-5.263155124655198e-07
grueling,-7.3684171745172765e-06
broiler,1.5789465373965592e-06
wooden,0.0
wholemeal,5.263155124655198e-07
condessa,5.263155124655198e-07
wednesday,-5.263155124655198e-06
broiled,0.0
tak,1.0526310249310395e-06
crotch,2.105262049862079e-06
chimchurri,2.105262049862079e-06
stereotypical,-7.3684171745172765e-06
caramelo,5.263155124655198e-07
bbqs,-4.210524099724158e-06
chimichuri,1.0526310249310395e-06
expeirence,-1.0526310249310395e-06
blynk,1.0526310249310395e-06
complainers,4.736839612189678e-06
scraper,-3.6842085872586383e-06
270,5.263155124655198e-07
274,-5.263155124655198e-07
275,2.105262049862079e-06
277,1.5789465373965592e-06
scraped,-8.421048199448316e-06
snuggled,5.263155124655198e-07
errors,-7.3684171745172765e-06
deferred,0.0
reeling,-3.6842085872586383e-06
cyprus,2.105262049862079e-06
cooking,-6.315786149586237e-06
huong,-1.0526310249310395e-06
salsify,5.263155124655198e-07
designing,-4.210524099724158e-06
magees,-5.263155124655198e-07
hallucinating,1.5789465373965592e-06
succumb,1.0526310249310395e-06
shocks,-5.263155124655198e-07
chins,2.105262049862079e-06
brainwashed,-1.5789465373965592e-06
ching,-5.263155124655198e-07
china,-5.263155124655198e-07
wagyu,3.6842085872586383e-06
affiliated,-1.5789465373965592e-06
babaganoosh,-1.5789465373965592e-06
bumbleberry,-5.263155124655198e-07
wiseguy,-1.5789465373965592e-06
natured,-5.263155124655198e-07
reggae,-1.5789465373965592e-06
kids,5.263155124655198e-07
uplifting,-2.105262049862079e-06
robata,-3.6842085872586383e-06
climbed,1.5789465373965592e-06
omellette,2.105262049862079e-06
controversy,-5.263155124655198e-07
spotty,-7.3684171745172765e-06
golden,2.631577562327599e-06
cobblers,6.315786149586237e-06
projection,2.631577562327599e-06
orangish,-3.6842085872586383e-06
conditions,-3.6842085872586383e-06
stern,-1.0526310249310395e-06
battista,-5.789470637120717e-06
agassi,0.0
dna,5.263155124655198e-06
dnc,0.0
catchy,-6.315786149586237e-06
abbreviations,-5.263155124655198e-07
cannibal,1.5789465373965592e-06
dnt,0.0
music,1.0526310249310395e-06
therefore,-6.315786149586237e-06
violently,-8.947363711913835e-06
populations,-5.263155124655198e-07
kneader,-1.5789465373965592e-06
crooner,-5.263155124655198e-07
yahoo,-5.263155124655198e-07
felipes,-5.263155124655198e-07
buffallo,0.0
unpack,1.0526310249310395e-06
exhorbitant,-1.5789465373965592e-06
circumstances,-1.5789465373965592e-06
intake,-2.631577562327599e-06
morally,1.5789465373965592e-06
locked,-8.947363711913835e-06
toxins,5.263155124655198e-07
locker,-5.263155124655198e-07
busyness,0.0
tomahawk,5.263155124655198e-07
matilda,5.263155124655198e-07
yummily,1.5789465373965592e-06
capsaicin,2.631577562327599e-06
wang,-5.263155124655198e-06
wand,2.105262049862079e-06
pints,1.0526310249310395e-06
kaprow,1.5789465373965592e-06
papillote,5.263155124655198e-07
dunkin,5.263155124655198e-07
diappointed,1.0526310249310395e-06
wans,1.0526310249310395e-06
callin,1.5789465373965592e-06
want,-1.5789465373965592e-06
cookers,-1.0526310249310395e-06
copycat,0.0
pinto,3.6842085872586383e-06
cookery,2.105262049862079e-06
absolute,-1.5789465373965592e-06
mcmuffin,-4.736839612189678e-06
sugarless,-1.5789465373965592e-06
travel,-3.6842085872586383e-06
copious,-5.263155124655198e-06
callie,-5.263155124655198e-07
exelent,0.0
barstools,-5.263155124655198e-07
topings,2.105262049862079e-06
cadence,0.0
bombbb,3.6842085872586383e-06
taguara,-5.263155124655198e-07
eggrolls,5.263155124655198e-06
dinosaurs,-5.263155124655198e-07
modest,4.736839612189678e-06
promotion,-5.263155124655198e-06
colorfully,-1.0526310249310395e-06
sickening,-7.3684171745172765e-06
tulip,1.0526310249310395e-06
18th,1.0526310249310395e-06
concoction,1.4736834349034553e-05
chandon,0.0
tantalizing,7.894732686982796e-06
nonsensical,1.0526310249310395e-06
rawhide,-6.315786149586237e-06
zan,-5.263155124655198e-07
welcomed,4.736839612189678e-06
spagos,5.263155124655198e-07
whizzing,2.105262049862079e-06
partnered,-2.631577562327599e-06
tillamook,3.1578930747931184e-06
zam,3.1578930747931184e-06
apoligized,0.0
avondale,5.263155124655198e-07
welcomes,0.0
fir,3.1578930747931184e-06
wickedly,5.263155124655198e-07
fit,4.210524099724158e-06
uot,-2.105262049862079e-06
screaming,-8.421048199448316e-06
fix,1.5789465373965592e-06
fib,1.5789465373965592e-06
fig,1.0526310249310395e-06
fuddruckers,-2.105262049862079e-06
fin,-5.263155124655198e-07
fil,-1.0526310249310395e-06
corridor,-3.6842085872586383e-06
songwriter,-1.0526310249310395e-06
sneezing,-3.1578930747931184e-06
vouchers,-2.105262049862079e-06
bixi,5.263155124655198e-07
glutten,-5.263155124655198e-07
effects,-1.0526310249310395e-06
gnoochi,-2.631577562327599e-06
sixteen,3.6842085872586383e-06
undeveloped,-2.631577562327599e-06
saddened,-9.473679224379356e-06
caramely,-1.5789465373965592e-06
bartop,-1.5789465373965592e-06
shortchanged,0.0
arrow,5.263155124655198e-07
ingrid,4.210524099724158e-06
arroz,4.210524099724158e-06
kincaids,-5.263155124655198e-06
windmill,0.0
allah,0.0
oohed,-1.0526310249310395e-06
allan,-1.5789465373965592e-06
phoenicians,2.631577562327599e-06
parasites,0.0
veracruz,-1.5789465373965592e-06
3years,5.263155124655198e-07
touts,-3.1578930747931184e-06
whaddya,-5.263155124655198e-07
smirk,-3.1578930747931184e-06
plateware,-1.0526310249310395e-06
enviroment,0.0
mason,-2.105262049862079e-06
encourage,1.5789465373965592e-06
noice,1.0526310249310395e-06
adapt,1.5789465373965592e-06
dinginess,-2.105262049862079e-06
size,-1.5789465373965592e-06
smithfield,-2.105262049862079e-06
wonderbread,-3.1578930747931184e-06
abbott,5.263155124655198e-07
stamping,1.5789465373965592e-06
batura,3.1578930747931184e-06
strata,-2.105262049862079e-06
pizzafarro,-3.1578930747931184e-06
pumpkins,-2.631577562327599e-06
corrects,2.105262049862079e-06
pumpkiny,1.0526310249310395e-06
estimate,0.0
ugghhh,-1.5789465373965592e-06
universally,-2.105262049862079e-06
chlorine,-2.631577562327599e-06
silent,5.789470637120717e-06
competes,2.105262049862079e-06
sickeningly,-6.315786149586237e-06
sofritas,-1.0526310249310395e-06
disturbed,1.0526310249310395e-06
caminero,-2.631577562327599e-06
competed,1.0526310249310395e-06
dentures,-5.263155124655198e-07
vermecelli,5.263155124655198e-07
loudness,0.0
selfs,-5.263155124655198e-07
breed,5.263155124655198e-07
aurelios,0.0
palces,0.0
emaciated,-5.263155124655198e-07
pastorcito,2.105262049862079e-06
filibertos,-3.1578930747931184e-06
kfc,-3.6842085872586383e-06
chevron,-2.105262049862079e-06
seizures,0.0
households,-1.0526310249310395e-06
olds,3.1578930747931184e-06
renovated,-2.105262049862079e-06
