,0.0
fawn,4.99998750003125e-06
gai,-1.7499956250109376e-05
saimin,1.9999950000125e-05
askew,-1.2499968750078125e-05
woods,-2.499993750015625e-06
clotted,-7.4999812500468745e-06
spiders,-2.499993750015625e-06
hanging,-2.2499943750140624e-05
paiza,7.4999812500468745e-06
woody,1.2499968750078125e-05
northsight,0.0
comically,0.0
gae,-2.499993750015625e-06
sevens,-4.99998750003125e-06
canes,2.499993750015625e-06
chatter,-2.499993750015625e-06
scold,0.0
originality,-7.4999812500468745e-06
refunding,-2.499993750015625e-06
caned,0.0
calpico,2.499993750015625e-06
bruschetta,-2.499993750015625e-06
stipulate,0.0
fattiness,2.499993750015625e-06
holyrood,2.7499931250171874e-05
taj,0.0
bringing,2.499993750015625e-05
tcby,2.499993750015625e-06
revelers,-2.499993750015625e-06
wooded,7.4999812500468745e-06
spacy,-2.499993750015625e-06
grueling,-9.9999750000625e-06
broiler,-9.9999750000625e-06
wooden,-2.499993750015625e-06
wholemeal,7.4999812500468745e-06
condessa,0.0
wednesday,2.2499943750140624e-05
broiled,2.9999925000187498e-05
tak,7.4999812500468745e-06
crotch,-9.9999750000625e-06
chimchurri,2.499993750015625e-06
stereotypical,-2.499993750015625e-06
caramelo,0.0
bbqs,-1.7499956250109376e-05
chimichuri,-2.499993750015625e-06
expeirence,0.0
blynk,7.4999812500468745e-06
complainers,0.0
scraper,-4.99998750003125e-06
270,0.0
274,-2.499993750015625e-06
275,4.99998750003125e-06
277,0.0
scraped,0.0
snuggled,0.0
errors,-2.499993750015625e-05
deferred,2.499993750015625e-06
reeling,0.0
cyprus,2.499993750015625e-06
cooking,2.9999925000187498e-05
huong,-7.4999812500468745e-06
salsify,-4.99998750003125e-06
designing,2.499993750015625e-06
magees,-2.499993750015625e-06
hallucinating,2.499993750015625e-06
succumb,-2.499993750015625e-06
shocks,-4.99998750003125e-06
chins,0.0
brainwashed,-7.4999812500468745e-06
ching,2.499993750015625e-06
china,4.99998750003125e-06
wagyu,1.2499968750078125e-05
affiliated,-2.499993750015625e-06
babaganoosh,0.0
bumbleberry,0.0
wiseguy,-2.499993750015625e-06
natured,-4.99998750003125e-06
reggae,1.7499956250109376e-05
kids,0.0
uplifting,2.499993750015625e-06
robata,-7.4999812500468745e-06
climbed,-7.4999812500468745e-06
omellette,4.99998750003125e-06
controversy,7.4999812500468745e-06
spotty,-5.9999850000374996e-05
golden,-2.499993750015625e-06
cobblers,-4.99998750003125e-06
projection,0.0
orangish,-2.499993750015625e-06
conditions,-1.7499956250109376e-05
stern,7.4999812500468745e-06
battista,-4.99998750003125e-06
agassi,0.0
dna,0.0
dnc,0.0
catchy,-1.4999962500093749e-05
abbreviations,0.0
cannibal,4.99998750003125e-06
dnt,0.0
music,4.99998750003125e-06
therefore,2.499993750015625e-06
violently,-1.2499968750078125e-05
populations,2.499993750015625e-06
kneader,2.499993750015625e-06
crooner,0.0
yahoo,-9.9999750000625e-06
felipes,0.0
buffallo,0.0
unpack,7.4999812500468745e-06
exhorbitant,-4.99998750003125e-06
circumstances,-4.99998750003125e-06
intake,-4.99998750003125e-06
morally,2.499993750015625e-06
locked,-2.499993750015625e-05
toxins,2.499993750015625e-06
locker,2.499993750015625e-06
busyness,2.499993750015625e-06
tomahawk,-9.9999750000625e-06
matilda,7.4999812500468745e-06
yummily,0.0
capsaicin,4.99998750003125e-06
wang,2.499993750015625e-06
wand,4.99998750003125e-06
pints,2.499993750015625e-05
kaprow,2.499993750015625e-06
papillote,2.499993750015625e-06
dunkin,-4.99998750003125e-06
diappointed,0.0
wans,0.0
callin,4.99998750003125e-06
want,0.0
cookers,0.0
copycat,0.0
pinto,1.2499968750078125e-05
cookery,0.0
absolute,2.2499943750140624e-05
mcmuffin,1.4999962500093749e-05
sugarless,0.0
travel,-4.99998750003125e-06
copious,-1.4999962500093749e-05
callie,4.99998750003125e-06
exelent,2.499993750015625e-06
barstools,-9.9999750000625e-06
topings,0.0
cadence,0.0
bombbb,9.9999750000625e-06
taguara,0.0
eggrolls,-4.499988750028125e-05
dinosaurs,4.99998750003125e-06
modest,2.499993750015625e-06
promotion,-1.9999950000125e-05
colorfully,-2.499993750015625e-06
sickening,-9.9999750000625e-06
tulip,4.99998750003125e-06
18th,1.2499968750078125e-05
concoction,-7.4999812500468745e-06
chandon,-2.499993750015625e-06
tantalizing,4.99998750003125e-06
nonsensical,-4.99998750003125e-06
rawhide,4.99998750003125e-06
zan,0.0
welcomed,3.999990000025e-05
spagos,0.0
whizzing,2.499993750015625e-06
partnered,-4.99998750003125e-06
tillamook,0.0
zam,0.0
apoligized,4.99998750003125e-06
avondale,-9.9999750000625e-06
welcomes,-4.99998750003125e-06
fir,2.499993750015625e-06
wickedly,2.499993750015625e-06
fit,2.499993750015625e-06
uot,0.0
screaming,-9.9999750000625e-06
fix,-1.9999950000125e-05
fib,4.99998750003125e-06
fig,-7.4999812500468745e-06
fuddruckers,2.499993750015625e-06
fin,0.0
fil,-3.499991250021875e-05
corridor,7.4999812500468745e-06
songwriter,-2.499993750015625e-06
sneezing,0.0
vouchers,-1.2499968750078125e-05
bixi,-2.499993750015625e-06
glutten,0.0
effects,-2.499993750015625e-06
gnoochi,0.0
sixteen,7.4999812500468745e-06
undeveloped,0.0
saddened,-1.9999950000125e-05
caramely,2.499993750015625e-06
bartop,4.99998750003125e-06
shortchanged,0.0
arrow,-4.99998750003125e-06
ingrid,0.0
arroz,-7.4999812500468745e-06
kincaids,-2.7499931250171874e-05
windmill,-4.99998750003125e-06
allah,-4.99998750003125e-06
oohed,-7.4999812500468745e-06
allan,0.0
phoenicians,1.4999962500093749e-05
parasites,0.0
