,0.0
fawn,1.764704844291268e-06
gai,-8.23528927335925e-06
saimin,1.764704844291268e-06
askew,-2.9411747404854466e-06
woods,-5.882349480970893e-07
clotted,-1.1764698961941786e-06
spiders,0.0
hanging,4.7058795847767146e-06
paiza,1.764704844291268e-06
woody,4.117644636679625e-06
northsight,1.764704844291268e-06
comically,2.3529397923883573e-06
gae,0.0
sevens,0.0
canes,1.764704844291268e-06
chatter,2.9411747404854466e-06
scold,1.764704844291268e-06
originality,-1.1764698961941786e-06
refunding,0.0
caned,0.0
calpico,1.764704844291268e-06
bruschetta,2.3529397923883573e-06
stipulate,-5.882349480970893e-07
fattiness,5.882349480970893e-07
holyrood,3.529409688582536e-06
taj,-6.4705844290679825e-06
bringing,2.3529397923883573e-06
tcby,5.882349480970893e-07
revelers,-5.882349480970893e-07
wooded,3.529409688582536e-06
spacy,0.0
grueling,-9.411759169553429e-06
broiler,2.3529397923883573e-06
wooden,7.647054325262162e-06
wholemeal,1.1764698961941786e-06
condessa,5.882349480970893e-07
wednesday,-3.529409688582536e-06
broiled,4.7058795847767146e-06
tak,1.764704844291268e-06
crotch,1.1764698961941786e-06
chimchurri,5.882349480970893e-07
stereotypical,-5.882349480970893e-06
caramelo,-5.882349480970893e-07
bbqs,-3.529409688582536e-06
chimichuri,0.0
expeirence,0.0
blynk,0.0
complainers,8.82352422145634e-06
scraper,-2.3529397923883573e-06
270,5.882349480970893e-07
274,-5.882349480970893e-07
275,2.9411747404854466e-06
277,5.882349480970893e-07
scraped,-8.23528927335925e-06
snuggled,-5.882349480970893e-07
errors,-4.117644636679625e-06
deferred,5.882349480970893e-07
reeling,-1.764704844291268e-06
cyprus,5.882349480970893e-06
cooking,7.647054325262162e-06
huong,-3.529409688582536e-06
salsify,-1.1764698961941786e-06
designing,-4.7058795847767146e-06
magees,-5.882349480970893e-07
hallucinating,1.1764698961941786e-06
succumb,-5.882349480970893e-07
shocks,-2.3529397923883573e-06
chins,1.1764698961941786e-06
brainwashed,-2.3529397923883573e-06
ching,0.0
china,2.9411747404854466e-06
wagyu,1.1764698961941786e-06
affiliated,-1.764704844291268e-06
babaganoosh,-1.1764698961941786e-06
bumbleberry,5.882349480970893e-07
wiseguy,-2.3529397923883573e-06
natured,-5.882349480970893e-07
