,0.0
fawn,3.3333314814825103e-06
gai,-7.777773456792524e-06
saimin,0.0
askew,-1.1111104938275034e-06
woods,-3.3333314814825103e-06
clotted,-5.555552469137517e-07
spiders,1.1111104938275034e-06
hanging,3.3333314814825103e-06
paiza,0.0
woody,5.5555524691375176e-06
northsight,1.6666657407412551e-06
comically,1.1111104938275034e-06
gae,-1.1111104938275034e-06
sevens,1.6666657407412551e-06
canes,3.3333314814825103e-06
chatter,6.111107716051269e-06
scold,-5.555552469137517e-07
originality,-1.6666657407412551e-06
refunding,2.222220987655007e-06
caned,-1.6666657407412551e-06
calpico,2.222220987655007e-06
bruschetta,-1.1111104938275034e-06
stipulate,-1.6666657407412551e-06
fattiness,2.7777762345687588e-06
holyrood,3.3333314814825103e-06
taj,-5.5555524691375176e-06
bringing,-2.222220987655007e-06
tcby,5.555552469137517e-07
revelers,-2.222220987655007e-06
wooded,1.1111104938275034e-06
spacy,-5.555552469137517e-07
grueling,-7.777773456792524e-06
broiler,1.6666657407412551e-06
wooden,3.888886728396262e-06
wholemeal,5.555552469137517e-07
condessa,5.555552469137517e-07
wednesday,-5.555552469137517e-07
broiled,4.444441975310014e-06
tak,1.1111104938275034e-06
crotch,2.7777762345687588e-06
chimchurri,2.222220987655007e-06
stereotypical,-7.2222182098787725e-06
caramelo,5.555552469137517e-07
bbqs,-4.444441975310014e-06
chimichuri,1.1111104938275034e-06
expeirence,-1.1111104938275034e-06
blynk,1.1111104938275034e-06
complainers,3.888886728396262e-06
scraper,-3.3333314814825103e-06
270,0.0
274,-5.555552469137517e-07
275,2.222220987655007e-06
277,1.1111104938275034e-06
scraped,-6.6666629629650206e-06
snuggled,1.1111104938275034e-06
errors,-6.111107716051269e-06
deferred,0.0
reeling,-3.3333314814825103e-06
cyprus,2.222220987655007e-06
cooking,2.7777762345687588e-06
huong,-1.1111104938275034e-06
salsify,0.0
designing,-3.3333314814825103e-06
magees,-5.555552469137517e-07
hallucinating,1.6666657407412551e-06
succumb,1.1111104938275034e-06
shocks,-1.1111104938275034e-06
chins,2.222220987655007e-06
brainwashed,-1.6666657407412551e-06
ching,0.0
china,4.444441975310014e-06
wagyu,8.333328703706275e-06
affiliated,-1.6666657407412551e-06
babaganoosh,-1.6666657407412551e-06
bumbleberry,-5.555552469137517e-07
wiseguy,-3.3333314814825103e-06
natured,-1.1111104938275034e-06
reggae,-1.1111104938275034e-06
kids,-5.555552469137517e-07
uplifting,-2.222220987655007e-06
robata,-4.444441975310014e-06
climbed,1.6666657407412551e-06
omellette,2.222220987655007e-06
controversy,0.0
spotty,-4.444441975310014e-06
golden,6.6666629629650206e-06
cobblers,6.6666629629650206e-06
projection,5.555552469137517e-07
orangish,-3.888886728396262e-06
conditions,-4.999997222223766e-06
stern,-5.555552469137517e-07
battista,-6.111107716051269e-06
agassi,0.0
dna,4.999997222223766e-06
dnc,0.0
catchy,-4.444441975310014e-06
abbreviations,-5.555552469137517e-07
cannibal,1.6666657407412551e-06
dnt,0.0
music,1.1111104938275034e-06
therefore,-1.1111104938275035e-05
violently,-9.999994444447531e-06
populations,-5.555552469137517e-07
kneader,-1.6666657407412551e-06
crooner,-5.555552469137517e-07
yahoo,0.0
felipes,-5.555552469137517e-07
buffallo,0.0
unpack,1.1111104938275034e-06
exhorbitant,-1.6666657407412551e-06
circumstances,-1.1111104938275034e-06
intake,-2.222220987655007e-06
morally,1.6666657407412551e-06
locked,-7.777773456792524e-06
toxins,0.0
locker,-5.555552469137517e-07
busyness,0.0
tomahawk,5.555552469137517e-07
matilda,-5.555552469137517e-07
yummily,1.6666657407412551e-06
capsaicin,2.7777762345687588e-06
wang,-4.999997222223766e-06
wand,2.222220987655007e-06
pints,7.777773456792524e-06
kaprow,1.6666657407412551e-06
papillote,5.555552469137517e-07
dunkin,5.555552469137517e-07
diappointed,1.1111104938275034e-06
wans,5.555552469137517e-07
callin,1.1111104938275034e-06
want,-6.111107716051269e-06
cookers,-1.1111104938275034e-06
copycat,-1.1111104938275034e-06
pinto,2.222220987655007e-06
cookery,2.222220987655007e-06
absolute,-5.5555524691375176e-06
mcmuffin,-7.2222182098787725e-06
sugarless,-1.6666657407412551e-06
travel,-2.7777762345687588e-06
copious,-7.777773456792524e-06
callie,-5.555552469137517e-07
exelent,0.0
barstools,-1.1111104938275034e-06
topings,2.222220987655007e-06
cadence,0.0
