,0.0
fawn,0.0
gai,-3.33333055555787e-06
saimin,2.499997916668403e-06
askew,-4.166663194447338e-06
woods,2.499997916668403e-06
clotted,8.333326388894675e-07
spiders,0.0
hanging,-2.499997916668403e-06
paiza,2.499997916668403e-06
woody,4.999995833336806e-06
northsight,2.499997916668403e-06
comically,2.499997916668403e-06
gae,0.0
sevens,0.0
canes,-8.333326388894675e-07
chatter,-1.666665277778935e-06
scold,2.499997916668403e-06
originality,-6.66666111111574e-06
refunding,8.333326388894675e-07
caned,0.0
calpico,8.333326388894675e-07
bruschetta,8.333326388894676e-06
stipulate,-8.333326388894675e-07
fattiness,8.333326388894675e-07
holyrood,8.333326388894676e-06
taj,2.499997916668403e-06
bringing,5.8333284722262735e-06
tcby,8.333326388894675e-07
revelers,0.0
wooded,4.999995833336806e-06
spacy,2.499997916668403e-06
grueling,-7.499993750005208e-06
broiler,1.2499989583342015e-05
wooden,-4.999995833336806e-06
wholemeal,2.499997916668403e-06
condessa,0.0
wednesday,8.333326388894676e-06
broiled,-1.666665277778935e-06
tak,2.499997916668403e-06
crotch,0.0
chimchurri,8.333326388894675e-07
stereotypical,-3.33333055555787e-06
caramelo,-8.333326388894675e-07
bbqs,-7.499993750005208e-06
chimichuri,0.0
expeirence,1.666665277778935e-06
blynk,0.0
complainers,6.66666111111574e-06
scraper,-3.33333055555787e-06
270,-1.666665277778935e-06
274,0.0
275,4.999995833336806e-06
277,0.0
scraped,-9.166659027784144e-06
snuggled,-1.666665277778935e-06
errors,-4.999995833336806e-06
deferred,1.666665277778935e-06
reeling,-1.666665277778935e-06
cyprus,5.8333284722262735e-06
cooking,2.499997916668403e-06
huong,-8.333326388894675e-07
salsify,-8.333326388894675e-07
designing,-5.8333284722262735e-06
magees,-8.333326388894675e-07
hallucinating,0.0
succumb,-1.666665277778935e-06
shocks,-8.333326388894675e-07
chins,0.0
brainwashed,-3.33333055555787e-06
ching,0.0
china,3.33333055555787e-06
wagyu,1.4166654861120949e-05
affiliated,-2.499997916668403e-06
babaganoosh,0.0
bumbleberry,0.0
wiseguy,-6.66666111111574e-06
natured,-2.499997916668403e-06
reggae,9.999991666673611e-06
kids,2.499997916668403e-06
uplifting,-2.499997916668403e-06
robata,0.0
climbed,4.166663194447338e-06
omellette,2.499997916668403e-06
controversy,0.0
spotty,-9.999991666673611e-06
golden,1.666665277778935e-06
cobblers,5.8333284722262735e-06
projection,8.333326388894675e-07
orangish,-7.499993750005208e-06
conditions,-6.66666111111574e-06
stern,-2.499997916668403e-06
battista,-9.999991666673611e-06
agassi,0.0
dna,3.33333055555787e-06
dnc,0.0
catchy,-1.083332430556308e-05
abbreviations,-8.333326388894675e-07
cannibal,1.666665277778935e-06
dnt,-8.333326388894675e-07
music,-1.666665277778935e-06
therefore,1.666665277778935e-06
violently,-6.66666111111574e-06
populations,1.666665277778935e-06
kneader,-1.666665277778935e-06
crooner,0.0
yahoo,-1.666665277778935e-06
felipes,-8.333326388894675e-07
buffallo,-8.333326388894675e-07
unpack,8.333326388894675e-07
exhorbitant,-2.499997916668403e-06
circumstances,-4.999995833336806e-06
intake,-2.499997916668403e-06
morally,3.33333055555787e-06
locked,-1.2499989583342015e-05
toxins,0.0
locker,3.33333055555787e-06
busyness,-2.499997916668403e-06
tomahawk,-4.999995833336806e-06
matilda,3.33333055555787e-06
yummily,8.333326388894675e-07
capsaicin,1.666665277778935e-06
wang,-5.8333284722262735e-06
wand,3.33333055555787e-06
pints,1.4166654861120949e-05
kaprow,1.666665277778935e-06
papillote,0.0
dunkin,-8.333326388894675e-07
diappointed,0.0
wans,0.0
callin,1.666665277778935e-06
want,-3.33333055555787e-06
cookers,8.333326388894675e-07
copycat,0.0
pinto,7.499993750005208e-06
cookery,-8.333326388894675e-07
absolute,1.666665277778935e-06
mcmuffin,-7.499993750005208e-06
sugarless,-8.333326388894675e-07
travel,4.166663194447338e-06
copious,0.0
callie,0.0
exelent,1.666665277778935e-06
barstools,-2.499997916668403e-06
topings,8.333326388894675e-07
cadence,0.0
bombbb,4.166663194447338e-06
taguara,8.333326388894675e-07
eggrolls,-1.333332222223148e-05
dinosaurs,1.666665277778935e-06
modest,1.666665277778935e-06
promotion,-5.8333284722262735e-06
colorfully,8.333326388894675e-07
sickening,-4.166663194447338e-06
tulip,8.333326388894675e-07
18th,-8.333326388894675e-07
concoction,-8.333326388894676e-06
chandon,-8.333326388894675e-07
tantalizing,8.333326388894675e-07
nonsensical,4.166663194447338e-06
rawhide,1.666665277778935e-06
zan,0.0
welcomed,1.6666652777789352e-05
spagos,-8.333326388894675e-07
whizzing,1.666665277778935e-06
partnered,-2.499997916668403e-06
tillamook,-1.666665277778935e-06
zam,0.0
apoligized,1.666665277778935e-06
avondale,4.166663194447338e-06
welcomes,0.0
fir,-2.499997916668403e-06
wickedly,1.666665277778935e-06
fit,1.1666656944452547e-05
uot,-2.499997916668403e-06
screaming,-3.33333055555787e-06
fix,-1.666665277778935e-06
fib,2.499997916668403e-06
fig,-1.1666656944452547e-05
fuddruckers,-8.333326388894675e-07
fin,2.499997916668403e-06
fil,1.2499989583342015e-05
corridor,-9.999991666673611e-06
songwriter,-1.666665277778935e-06
sneezing,-2.499997916668403e-06
vouchers,-4.166663194447338e-06
bixi,-8.333326388894675e-07
glutten,0.0
effects,-1.666665277778935e-06
gnoochi,-2.499997916668403e-06
sixteen,1.666665277778935e-06
undeveloped,-8.333326388894675e-07
saddened,-7.499993750005208e-06
caramely,-1.666665277778935e-06
bartop,-8.333326388894675e-07
shortchanged,2.499997916668403e-06
arrow,1.666665277778935e-06
ingrid,-1.666665277778935e-06
arroz,-1.666665277778935e-06
kincaids,-9.166659027784144e-06
windmill,4.166663194447338e-06
allah,-2.499997916668403e-06
oohed,-2.499997916668403e-06
allan,-8.333326388894675e-07
phoenicians,7.499993750005208e-06
parasites,0.0
veracruz,-2.499997916668403e-06
3years,8.333326388894675e-07
touts,-7.499993750005208e-06
whaddya,8.333326388894675e-07
smirk,-5.8333284722262735e-06
