,0.0
fawn,0.0
gai,-8.999991000009e-06
saimin,3.999996000004e-06
askew,-4.999995000005e-06
woods,6.999993000007e-06
clotted,0.0
spiders,0.0
hanging,-4.999995000005e-06
paiza,2.999997000003e-06
woody,4.999995000005e-06
northsight,1.999998000002e-06
comically,9.99999000001e-07
gae,-9.99999000001e-07
sevens,0.0
canes,3.999996000004e-06
chatter,-9.99999000001e-07
scold,3.999996000004e-06
originality,-8.999991000009e-06
refunding,0.0
caned,0.0
calpico,0.0
bruschetta,4.999995000005e-06
stipulate,0.0
fattiness,0.0
holyrood,4.999995000005e-06
taj,6.999993000007e-06
bringing,4.999995000005e-06
tcby,9.99999000001e-07
revelers,-1.999998000002e-06
wooded,2.999997000003e-06
spacy,9.99999000001e-07
grueling,-6.999993000007e-06
broiler,1.0999989000011e-05
wooden,-1.999998000002e-06
wholemeal,2.999997000003e-06
condessa,0.0
wednesday,-7.999992000008e-06
broiled,2.999997000003e-06
tak,2.999997000003e-06
crotch,-1.999998000002e-06
chimchurri,0.0
stereotypical,-2.999997000003e-06
caramelo,-9.99999000001e-07
bbqs,-7.999992000008e-06
chimichuri,0.0
expeirence,1.999998000002e-06
blynk,0.0
complainers,7.999992000008e-06
scraper,-1.999998000002e-06
270,-2.999997000003e-06
274,-9.99999000001e-07
275,7.999992000008e-06
277,0.0
scraped,-1.1999988000012e-05
snuggled,-1.999998000002e-06
errors,-1.2999987000013e-05
deferred,2.999997000003e-06
reeling,9.99999000001e-07
cyprus,5.999994000006e-06
cooking,4.999995000005e-06
huong,-4.999995000005e-06
salsify,-9.99999000001e-07
designing,-6.999993000007e-06
magees,-9.99999000001e-07
hallucinating,1.999998000002e-06
succumb,-9.99999000001e-07
shocks,-9.99999000001e-07
chins,0.0
brainwashed,-3.999996000004e-06
ching,9.99999000001e-07
china,-9.99999000001e-07
wagyu,9.99999000001e-07
affiliated,0.0
babaganoosh,0.0
bumbleberry,0.0
wiseguy,-5.999994000006e-06
natured,-3.999996000004e-06
reggae,1.1999988000012e-05
kids,-2.999997000003e-06
uplifting,3.999996000004e-06
robata,0.0
climbed,4.999995000005e-06
omellette,2.999997000003e-06
controversy,0.0
spotty,-1.999998000002e-05
golden,1.1999988000012e-05
cobblers,0.0
projection,1.999998000002e-06
orangish,-6.999993000007e-06
conditions,-5.999994000006e-06
stern,1.999998000002e-06
battista,-1.2999987000013e-05
agassi,0.0
dna,1.999998000002e-06
dnc,9.99999000001e-07
catchy,-1.1999988000012e-05
abbreviations,-9.99999000001e-07
cannibal,1.999998000002e-06
dnt,9.99999000001e-07
music,1.1999988000012e-05
therefore,-9.99999000001e-06
violently,-8.999991000009e-06
populations,3.999996000004e-06
kneader,-1.999998000002e-06
crooner,0.0
yahoo,-2.999997000003e-06
felipes,-9.99999000001e-07
buffallo,-1.999998000002e-06
unpack,9.99999000001e-07
exhorbitant,-1.999998000002e-06
circumstances,-3.999996000004e-06
intake,6.999993000007e-06
morally,3.999996000004e-06
locked,-2.3999976000024e-05
toxins,9.99999000001e-07
