,0.0
fawn,1.935482622269276e-06
gai,-3.870965244538552e-06
saimin,6.451608740897586e-07
askew,-3.2258043704487933e-06
woods,3.870965244538552e-06
clotted,-1.2903217481795173e-06
spiders,0.0
hanging,-1.935482622269276e-06
paiza,1.935482622269276e-06
woody,5.161286992718069e-06
northsight,1.935482622269276e-06
comically,1.935482622269276e-06
gae,0.0
sevens,0.0
canes,1.935482622269276e-06
chatter,0.0
scold,1.935482622269276e-06
originality,-1.935482622269276e-06
refunding,6.451608740897586e-07
caned,0.0
calpico,1.935482622269276e-06
bruschetta,1.2903217481795173e-06
stipulate,-6.451608740897586e-07
fattiness,6.451608740897586e-07
holyrood,5.161286992718069e-06
taj,-6.451608740897586e-07
bringing,5.806447866807828e-06
tcby,6.451608740897586e-07
revelers,-6.451608740897586e-07
wooded,3.2258043704487933e-06
spacy,6.451608740897586e-07
grueling,-9.03225223725662e-06
broiler,4.51612611862831e-06
wooden,3.2258043704487933e-06
wholemeal,1.2903217481795173e-06
condessa,0.0
wednesday,-3.870965244538552e-06
broiled,5.161286992718069e-06
tak,1.935482622269276e-06
crotch,0.0
chimchurri,6.451608740897586e-07
stereotypical,-6.4516087408975866e-06
caramelo,-6.451608740897586e-07
bbqs,-2.5806434963590345e-06
chimichuri,0.0
expeirence,6.451608740897586e-07
blynk,0.0
complainers,7.096769614987345e-06
scraper,-2.5806434963590345e-06
270,0.0
274,-6.451608740897586e-07
275,3.870965244538552e-06
277,6.451608740897586e-07
scraped,-1.0322573985436138e-05
snuggled,-6.451608740897586e-07
errors,-4.51612611862831e-06
deferred,1.2903217481795173e-06
reeling,-1.935482622269276e-06
cyprus,6.4516087408975866e-06
cooking,3.2258043704487933e-06
huong,-3.870965244538552e-06
salsify,-1.2903217481795173e-06
designing,-5.806447866807828e-06
magees,-6.451608740897586e-07
hallucinating,1.2903217481795173e-06
succumb,-1.2903217481795173e-06
shocks,-1.2903217481795173e-06
chins,1.2903217481795173e-06
brainwashed,-2.5806434963590345e-06
ching,6.451608740897586e-07
china,-6.451608740897586e-07
wagyu,-1.2903217481795173e-06
affiliated,-1.935482622269276e-06
babaganoosh,-1.2903217481795173e-06
bumbleberry,0.0
wiseguy,-3.870965244538552e-06
natured,-6.451608740897586e-07
reggae,3.870965244538552e-06
kids,-1.935482622269276e-06
uplifting,-2.5806434963590345e-06
robata,6.451608740897586e-07
climbed,2.5806434963590345e-06
omellette,1.935482622269276e-06
controversy,0.0
spotty,-9.03225223725662e-06
golden,6.4516087408975866e-06
cobblers,6.4516087408975866e-06
projection,1.935482622269276e-06
orangish,-5.806447866807828e-06
conditions,-3.870965244538552e-06
stern,-1.2903217481795173e-06
battista,-6.4516087408975866e-06
agassi,0.0
dna,3.870965244538552e-06
dnc,0.0
catchy,-7.096769614987345e-06
abbreviations,-6.451608740897586e-07
cannibal,2.5806434963590345e-06
dnt,6.451608740897586e-07
music,3.870965244538552e-06
therefore,-7.741930489077103e-06
violently,-7.741930489077103e-06
populations,0.0
kneader,-1.2903217481795173e-06
crooner,0.0
yahoo,-1.2903217481795173e-06
felipes,-6.451608740897586e-07
buffallo,-6.451608740897586e-07
unpack,6.451608740897586e-07
exhorbitant,-1.2903217481795173e-06
circumstances,-6.4516087408975866e-06
intake,-1.935482622269276e-06
morally,3.2258043704487933e-06
locked,-5.161286992718069e-06
toxins,-1.2903217481795173e-06
locker,3.2258043704487933e-06
busyness,-1.2903217481795173e-06
tomahawk,-6.451608740897586e-07
matilda,2.5806434963590345e-06
yummily,6.451608740897586e-07
capsaicin,2.5806434963590345e-06
wang,-7.096769614987345e-06
wand,3.2258043704487933e-06
pints,1.2903217481795173e-06
kaprow,1.935482622269276e-06
papillote,0.0
dunkin,1.2903217481795173e-06
diappointed,0.0
wans,-6.451608740897586e-07
callin,1.2903217481795173e-06
want,-5.806447866807828e-06
cookers,6.451608740897586e-07
copycat,6.451608740897586e-07
pinto,6.4516087408975866e-06
cookery,1.2903217481795173e-06
absolute,4.51612611862831e-06
mcmuffin,-7.096769614987345e-06
sugarless,-6.451608740897586e-07
travel,7.741930489077103e-06
copious,-1.2903217481795173e-05
callie,0.0
exelent,1.2903217481795173e-06
barstools,-6.451608740897586e-07
topings,1.2903217481795173e-06
cadence,0.0
bombbb,3.2258043704487933e-06
taguara,6.451608740897586e-07
eggrolls,-1.0322573985436138e-05
dinosaurs,0.0
modest,-1.2903217481795173e-06
promotion,1.935482622269276e-06
colorfully,6.451608740897586e-07
sickening,-3.2258043704487933e-06
tulip,1.2903217481795173e-06
18th,-1.2903217481795173e-06
concoction,1.419353922997469e-05
chandon,0.0
tantalizing,3.2258043704487933e-06
nonsensical,2.5806434963590345e-06
rawhide,2.5806434963590345e-06
zan,0.0
welcomed,3.870965244538552e-06
spagos,-6.451608740897586e-07
