,0.0
fawn,2.6086933837448837e-06
gai,-6.956515689986356e-06
saimin,3.478257844993178e-06
askew,-4.3478223062414725e-06
woods,-6.956515689986356e-06
clotted,-8.695644612482945e-07
spiders,-8.695644612482945e-07
hanging,-6.956515689986356e-06
paiza,0.0
woody,5.217386767489767e-06
northsight,1.739128922496589e-06
comically,2.6086933837448837e-06
gae,-8.695644612482945e-07
sevens,1.739128922496589e-06
canes,-4.3478223062414725e-06
chatter,3.478257844993178e-06
scold,0.0
originality,-6.956515689986356e-06
refunding,2.6086933837448837e-06
caned,-8.695644612482945e-07
calpico,1.739128922496589e-06
bruschetta,1.6521724763717598e-05
stipulate,-1.739128922496589e-06
fattiness,6.086951228738062e-06
holyrood,2.6086933837448837e-06
taj,6.086951228738062e-06
bringing,1.3913031379972712e-05
tcby,8.695644612482945e-07
revelers,0.0
wooded,1.739128922496589e-06
spacy,8.695644612482945e-07
grueling,-6.956515689986356e-06
broiler,8.695644612482945e-06
wooden,9.56520907373124e-06
wholemeal,1.739128922496589e-06
condessa,0.0
wednesday,0.0
broiled,1.739128922496589e-06
tak,2.6086933837448837e-06
crotch,3.478257844993178e-06
chimchurri,3.478257844993178e-06
stereotypical,-9.56520907373124e-06
caramelo,0.0
bbqs,-6.086951228738062e-06
chimichuri,1.739128922496589e-06
expeirence,8.695644612482945e-07
blynk,1.739128922496589e-06
complainers,1.739128922496589e-06
scraper,-4.3478223062414725e-06
270,-1.739128922496589e-06
274,0.0
275,6.956515689986356e-06
277,0.0
scraped,-6.956515689986356e-06
snuggled,-1.739128922496589e-06
errors,-1.2173902457476124e-05
deferred,2.6086933837448837e-06
reeling,-4.3478223062414725e-06
cyprus,8.695644612482945e-07
cooking,3.478257844993178e-06
huong,1.739128922496589e-06
salsify,-8.695644612482945e-07
designing,-4.3478223062414725e-06
magees,-8.695644612482945e-07
hallucinating,8.695644612482945e-07
succumb,1.739128922496589e-06
shocks,1.739128922496589e-06
chins,2.6086933837448837e-06
brainwashed,-2.6086933837448837e-06
ching,-1.739128922496589e-06
china,3.478257844993178e-06
wagyu,6.086951228738062e-06
affiliated,8.695644612482945e-07
babaganoosh,-8.695644612482945e-07
bumbleberry,0.0
wiseguy,-6.086951228738062e-06
natured,-2.6086933837448837e-06
reggae,3.478257844993178e-06
kids,-8.695644612482945e-07
uplifting,-8.695644612482945e-07
robata,-4.3478223062414725e-06
climbed,3.478257844993178e-06
omellette,2.6086933837448837e-06
controversy,-8.695644612482945e-07
spotty,-1.3913031379972712e-05
golden,-6.086951228738062e-06
cobblers,3.478257844993178e-06
projection,8.695644612482945e-07
orangish,-6.956515689986356e-06
conditions,-1.0434773534979535e-05
stern,-8.695644612482945e-07
battista,-1.0434773534979535e-05
agassi,0.0
dna,5.217386767489767e-06
dnc,0.0
catchy,-8.695644612482945e-06
abbreviations,-8.695644612482945e-07
cannibal,1.739128922496589e-06
dnt,-1.739128922496589e-06
music,3.478257844993178e-06
therefore,3.478257844993178e-06
violently,-6.956515689986356e-06
populations,1.739128922496589e-06
kneader,-2.6086933837448837e-06
crooner,8.695644612482945e-07
yahoo,3.478257844993178e-06
felipes,-8.695644612482945e-07
buffallo,0.0
unpack,1.739128922496589e-06
exhorbitant,-3.478257844993178e-06
circumstances,4.3478223062414725e-06
intake,-8.695644612482945e-07
morally,2.6086933837448837e-06
locked,-1.913041814746248e-05
toxins,8.695644612482945e-07
locker,-8.695644612482945e-07
busyness,1.739128922496589e-06
tomahawk,-4.3478223062414725e-06
matilda,8.695644612482945e-07
yummily,8.695644612482945e-07
capsaicin,1.739128922496589e-06
wang,-5.217386767489767e-06
wand,2.6086933837448837e-06
pints,1.6521724763717598e-05
kaprow,0.0
papillote,0.0
dunkin,3.478257844993178e-06
diappointed,1.739128922496589e-06
wans,8.695644612482945e-07
callin,1.739128922496589e-06
want,-8.695644612482945e-07
cookers,-1.739128922496589e-06
copycat,-8.695644612482945e-07
pinto,6.956515689986356e-06
cookery,8.695644612482945e-07
absolute,4.3478223062414725e-06
mcmuffin,-9.56520907373124e-06
sugarless,-1.739128922496589e-06
travel,2.6086933837448837e-06
copious,8.695644612482945e-07
callie,-8.695644612482945e-07
exelent,0.0
barstools,-4.3478223062414725e-06
topings,2.6086933837448837e-06
cadence,0.0
bombbb,4.3478223062414725e-06
taguara,-8.695644612482945e-07
eggrolls,-1.0434773534979535e-05
dinosaurs,5.217386767489767e-06
modest,6.086951228738062e-06
promotion,-4.3478223062414725e-06
colorfully,0.0
sickening,-8.695644612482945e-06
tulip,1.739128922496589e-06
18th,0.0
concoction,-3.478257844993178e-06
chandon,-8.695644612482945e-07
tantalizing,4.3478223062414725e-06
nonsensical,2.6086933837448837e-06
rawhide,-8.695644612482945e-07
zan,0.0
welcomed,1.2173902457476124e-05
spagos,-8.695644612482945e-07
whizzing,3.478257844993178e-06
partnered,-5.217386767489767e-06
tillamook,2.6086933837448837e-06
zam,1.739128922496589e-06
apoligized,0.0
avondale,5.217386767489767e-06
welcomes,4.3478223062414725e-06
fir,-1.739128922496589e-06
wickedly,1.739128922496589e-06
fit,5.217386767489767e-06
uot,-3.478257844993178e-06
screaming,-6.086951228738062e-06
fix,-6.086951228738062e-06
fib,2.6086933837448837e-06
fig,-5.217386767489767e-06
fuddruckers,-7.826080151234651e-06
fin,-2.6086933837448837e-06
fil,6.956515689986356e-06
corridor,-8.695644612482945e-06
songwriter,0.0
sneezing,-2.6086933837448837e-06
vouchers,-4.3478223062414725e-06
bixi,0.0
glutten,0.0
effects,1.739128922496589e-06
gnoochi,-5.217386767489767e-06
sixteen,2.6086933837448837e-06
undeveloped,0.0
saddened,-1.1304337996227829e-05
caramely,-1.739128922496589e-06
bartop,-2.6086933837448837e-06
shortchanged,2.6086933837448837e-06
arrow,8.695644612482945e-07
ingrid,-8.695644612482945e-07
arroz,-4.3478223062414725e-06
kincaids,-9.56520907373124e-06
windmill,2.6086933837448837e-06
allah,-8.695644612482945e-07
oohed,-2.6086933837448837e-06
allan,-8.695644612482945e-07
phoenicians,2.6086933837448837e-06
parasites,0.0
veracruz,-2.6086933837448837e-06
3years,8.695644612482945e-07
touts,-6.086951228738062e-06
whaddya,8.695644612482945e-07
smirk,-4.3478223062414725e-06
plateware,-8.695644612482945e-07
enviroment,-4.3478223062414725e-06
mason,-3.478257844993178e-06
encourage,1.2173902457476124e-05
noice,0.0
adapt,5.217386767489767e-06
dinginess,-1.739128922496589e-06
size,-5.217386767489767e-06
smithfield,-3.478257844993178e-06
wonderbread,0.0
abbott,0.0
stamping,8.695644612482945e-07
batura,4.3478223062414725e-06
strata,-4.3478223062414725e-06
pizzafarro,-3.478257844993178e-06
pumpkins,-8.695644612482945e-07
corrects,2.6086933837448837e-06
pumpkiny,1.739128922496589e-06
estimate,4.3478223062414725e-06
ugghhh,-2.6086933837448837e-06
universally,8.695644612482945e-07
chlorine,2.6086933837448837e-06
silent,0.0
competes,1.739128922496589e-06
sickeningly,-7.826080151234651e-06
sofritas,-5.217386767489767e-06
disturbed,-5.217386767489767e-06
caminero,0.0
competed,0.0
dentures,0.0
vermecelli,5.217386767489767e-06
loudness,-3.478257844993178e-06
selfs,-1.739128922496589e-06
breed,8.695644612482945e-07
aurelios,0.0
palces,1.739128922496589e-06
emaciated,0.0
pastorcito,1.739128922496589e-06
filibertos,-8.695644612482945e-07
kfc,-3.478257844993178e-06
chevron,8.695644612482945e-07
seizures,0.0
households,8.695644612482945e-07
olds,6.956515689986356e-06
renovated,-3.478257844993178e-06
service,1.739128922496589e-06
ramyun,5.217386767489767e-06
zinfandel,-8.695644612482945e-07
reuben,2.6086933837448837e-06
needed,1.0434773534979535e-05
grossness,8.695644612482945e-07
critter,-2.6086933837448837e-06
mousseline,0.0
genesis,2.6086933837448837e-06
caitlyn,8.695644612482945e-07
rewards,1.3913031379972712e-05
slingin,-2.6086933837448837e-06
swish,8.695644612482945e-07
mutilated,-8.695644612482945e-07
jbs,-1.739128922496589e-06
positively,5.217386767489767e-06
smothers,-8.695644612482945e-07
duckworth,4.3478223062414725e-06
anniversaries,1.739128922496589e-06
idly,-1.739128922496589e-06
idle,-3.478257844993178e-06
exclaimed,-8.695644612482945e-07
sheen,-4.3478223062414725e-06
sooth,0.0
feeling,-3.478257844993178e-06
idli,2.6086933837448837e-06
longs,2.6086933837448837e-06
redesigned,0.0
sustaining,1.739128922496589e-06
spectrum,1.2173902457476124e-05
quesarito,-1.739128922496589e-06
thaw,-4.3478223062414725e-06
dozen,3.478257844993178e-06
affairs,8.695644612482945e-07
wholesome,5.217386767489767e-06
mostly,-5.217386767489767e-06
craver,0.0
paramedics,2.6086933837448837e-06
uncouth,5.217386767489767e-06
toothed,-1.739128922496589e-06
britches,-1.739128922496589e-06
workmates,1.739128922496589e-06
crocs,4.3478223062414725e-06
