,0.0
fawn,0.0
gai,-1.4285673469504373e-05
saimin,2.571421224510787e-05
askew,-1.4285673469504373e-05
woods,-1.1428538775603499e-05
clotted,-8.571404081702625e-06
spiders,-2.8571346939008747e-06
hanging,-1.4285673469504373e-05
paiza,0.0
woody,1.4285673469504373e-05
northsight,0.0
comically,0.0
gae,-2.8571346939008747e-06
sevens,-5.714269387801749e-06
canes,-1.999994285730612e-05
chatter,5.714269387801749e-06
scold,0.0
originality,2.8571346939008747e-06
refunding,5.714269387801749e-06
caned,0.0
calpico,5.714269387801749e-06
bruschetta,-5.714269387801749e-06
stipulate,0.0
fattiness,1.1428538775603499e-05
holyrood,2.2857077551206998e-05
taj,1.714280816340525e-05
bringing,8.571404081702625e-06
tcby,8.571404081702625e-06
revelers,-5.714269387801749e-06
wooded,0.0
spacy,-2.8571346939008747e-06
grueling,-5.714269387801749e-06
broiler,-8.571404081702625e-06
wooden,2.8571346939008746e-05
wholemeal,5.714269387801749e-06
condessa,0.0
wednesday,5.714269387801749e-06
broiled,3.999988571461224e-05
tak,5.714269387801749e-06
crotch,-2.8571346939008747e-06
chimchurri,5.714269387801749e-06
stereotypical,0.0
caramelo,0.0
bbqs,-2.2857077551206998e-05
chimichuri,5.714269387801749e-06
expeirence,0.0
blynk,8.571404081702625e-06
complainers,-8.571404081702625e-06
scraper,-5.714269387801749e-06
270,-2.8571346939008747e-06
274,0.0
275,0.0
277,0.0
scraped,5.714269387801749e-06
snuggled,0.0
errors,-3.142848163290962e-05
deferred,0.0
reeling,-2.8571346939008747e-06
cyprus,-5.714269387801749e-06
cooking,1.1428538775603499e-05
huong,-1.714280816340525e-05
salsify,-5.714269387801749e-06
designing,0.0
magees,-2.8571346939008747e-06
hallucinating,2.8571346939008747e-06
succumb,0.0
shocks,-2.8571346939008747e-06
chins,5.714269387801749e-06
brainwashed,-5.714269387801749e-06
ching,-2.8571346939008747e-06
china,-8.571404081702625e-06
wagyu,0.0
affiliated,-8.571404081702625e-06
babaganoosh,0.0
bumbleberry,0.0
wiseguy,5.714269387801749e-06
natured,-8.571404081702625e-06
reggae,1.1428538775603499e-05
kids,2.8571346939008747e-06
uplifting,2.8571346939008747e-06
robata,-2.8571346939008747e-06
climbed,-8.571404081702625e-06
omellette,5.714269387801749e-06
controversy,2.8571346939008747e-06
spotty,-4.857128979631487e-05
golden,-1.4285673469504373e-05
cobblers,-8.571404081702625e-06
projection,-2.8571346939008747e-06
orangish,-2.8571346939008747e-06
conditions,-1.4285673469504373e-05
stern,8.571404081702625e-06
battista,0.0
agassi,0.0
dna,-1.4285673469504373e-05
dnc,0.0
catchy,-1.714280816340525e-05
abbreviations,0.0
cannibal,5.714269387801749e-06
dnt,0.0
music,-2.571421224510787e-05
therefore,1.714280816340525e-05
violently,-1.1428538775603499e-05
populations,2.8571346939008747e-06
kneader,0.0
crooner,2.8571346939008747e-06
yahoo,5.714269387801749e-06
felipes,0.0
buffallo,0.0
unpack,2.8571346939008747e-06
exhorbitant,-5.714269387801749e-06
circumstances,5.714269387801749e-06
intake,2.8571346939008747e-06
morally,0.0
locked,-2.2857077551206998e-05
toxins,2.8571346939008747e-06
locker,-5.714269387801749e-06
busyness,5.714269387801749e-06
tomahawk,-8.571404081702625e-06
matilda,2.8571346939008747e-06
yummily,0.0
capsaicin,8.571404081702625e-06
wang,2.8571346939008747e-06
wand,0.0
pints,4.5714155102413995e-05
kaprow,0.0
papillote,2.8571346939008747e-06
dunkin,0.0
diappointed,0.0
wans,2.8571346939008747e-06
callin,5.714269387801749e-06
want,-8.571404081702625e-06
cookers,-8.571404081702625e-06
copycat,0.0
pinto,5.714269387801749e-06
cookery,0.0
absolute,3.999988571461224e-05
mcmuffin,1.4285673469504373e-05
sugarless,0.0
travel,1.999994285730612e-05
copious,-8.571404081702625e-06
callie,0.0
exelent,2.8571346939008747e-06
barstools,-8.571404081702625e-06
topings,-5.714269387801749e-06
cadence,0.0
bombbb,8.571404081702625e-06
taguara,0.0
eggrolls,-2.571421224510787e-05
dinosaurs,5.714269387801749e-06
modest,2.2857077551206998e-05
promotion,-1.999994285730612e-05
colorfully,-2.8571346939008747e-06
sickening,-1.4285673469504373e-05
tulip,2.8571346939008747e-06
18th,1.1428538775603499e-05
concoction,8.571404081702625e-06
chandon,0.0
tantalizing,8.571404081702625e-06
nonsensical,0.0
rawhide,0.0
zan,0.0
welcomed,1.999994285730612e-05
spagos,0.0
whizzing,2.8571346939008747e-06
partnered,-2.8571346939008747e-06
tillamook,0.0
zam,5.714269387801749e-06
apoligized,0.0
avondale,-5.714269387801749e-06
welcomes,2.8571346939008747e-06
fir,8.571404081702625e-06
wickedly,0.0
fit,1.999994285730612e-05
uot,0.0
screaming,-1.714280816340525e-05
fix,-4.2857020408513116e-05
fib,5.714269387801749e-06
fig,-3.714275102071137e-05
fuddruckers,2.8571346939008747e-06
fin,-2.8571346939008747e-06
