,0.0
fawn,1.249998437501953e-06
gai,-1.3749982812521484e-05
saimin,6.249992187509766e-06
askew,-6.249992187509766e-06
woods,1.249998437501953e-06
clotted,-2.499996875003906e-06
spiders,0.0
hanging,0.0
paiza,0.0
woody,7.499990625011719e-06
northsight,0.0
comically,0.0
gae,-2.499996875003906e-06
sevens,4.999993750007812e-06
canes,6.249992187509766e-06
chatter,4.999993750007812e-06
scold,0.0
originality,-9.999987500015624e-06
refunding,4.999993750007812e-06
caned,0.0
calpico,0.0
bruschetta,1.7499978125027343e-05
stipulate,0.0
fattiness,6.249992187509766e-06
holyrood,2.499996875003906e-06
taj,8.749989062513672e-06
bringing,8.749989062513672e-06
tcby,1.249998437501953e-06
revelers,-4.999993750007812e-06
wooded,0.0
spacy,-1.249998437501953e-06
grueling,-7.499990625011719e-06
broiler,8.749989062513672e-06
wooden,1.624997968752539e-05
wholemeal,2.499996875003906e-06
condessa,0.0
wednesday,1.249998437501953e-06
broiled,1.4999981250023438e-05
tak,3.7499953125058595e-06
crotch,1.249998437501953e-06
chimchurri,2.499996875003906e-06
stereotypical,-3.7499953125058595e-06
caramelo,-2.499996875003906e-06
bbqs,-7.499990625011719e-06
chimichuri,3.7499953125058595e-06
expeirence,0.0
blynk,2.499996875003906e-06
complainers,0.0
scraper,-2.499996875003906e-06
270,-4.999993750007812e-06
274,1.249998437501953e-06
275,3.7499953125058595e-06
277,0.0
scraped,-7.499990625011719e-06
snuggled,0.0
errors,-2.7499965625042968e-05
deferred,4.999993750007812e-06
reeling,-4.999993750007812e-06
cyprus,-1.249998437501953e-06
cooking,1.1249985937517579e-05
huong,-4.999993750007812e-06
salsify,-1.249998437501953e-06
designing,-4.999993750007812e-06
magees,-1.249998437501953e-06
hallucinating,2.499996875003906e-06
succumb,2.499996875003906e-06
shocks,-1.249998437501953e-06
chins,3.7499953125058595e-06
brainwashed,-3.7499953125058595e-06
ching,-6.249992187509766e-06
china,1.624997968752539e-05
wagyu,9.999987500015624e-06
affiliated,3.7499953125058595e-06
babaganoosh,0.0
bumbleberry,0.0
wiseguy,-8.749989062513672e-06
natured,0.0
reggae,4.999993750007812e-06
kids,2.499996875003906e-06
uplifting,1.249998437501953e-06
robata,-6.249992187509766e-06
climbed,2.499996875003906e-06
